#----------------------------------------------------------------------------
#
# Project      : Call To Power 2
# File type    : String text file
# Description  : Contains strings that were/are suppoesed to be removed. (Chinese Simple)
# Id           : $Id:$
#
#----------------------------------------------------------------------------
#
# Disclaimer
#
# THIS FILE IS NOT GENERATED OR SUPPORTED BY ACTIVISION.
#
# This material has been developed at apolyton.net by the Apolyton CtP2 
# Source Code Project. Contact the authors at ctp2source@apolyton.net.
#
#----------------------------------------------------------------------------
#
# Modifications from the original Activision code:
#
# - Moved risk strings to gl_str.txt. (Aug 31st 2005 Martin Gühmann)
#
#----------------------------------------------------------------------------

# UNIT DESCRIPTIONS #	
ITEM_OBSOLETE_CIVWIDE 	"junkstring_ITEM_OBSOLETE_CIVWIDE "
WONDER_EAST_INDIA_COMPANY_STATISTICS		"需要联接到大图书馆"
WONDER_EGALITARIAN_ACT_STATISTICS		"需要联接到大图书馆"
WONDER_EMANCIPATION_PROCLAMATION_STATISTICS	"需要联接到大图书馆"
WONDER_EMPIRE_STATE_BUILDING_STATISTICS		"需要联接到大图书馆"
WONDER_FIELD_DYNAMICS_LABORATORY_STATISTICS	"需要联接到大图书馆"
WONDER_GALILEOS_TELESCOPE_STATISTICS		"需要联接到大图书馆"
WONDER_GENOME_PROJECT_STATISTICS		"需要联接到大图书馆"
WONDER_CENTRAL_MATTER_DECOMPILER_STATISTICS	"需要联接到大图书馆"
WONDER_GLOBAL_SURVEILLANCE_CENTER_STATISTICS	"需要联接到大图书馆"
WONDER_GLOBESAT_STATISTICS			"需要联接到大图书馆"
WONDER_GREAT_WALL_STATISTICS			"需要联接到大图书馆"
WONDER_GUTTENBERGS_BIBLE_STATISTICS		"需要联接到大图书馆"
WONDER_HAGIA_SOPHIA_STATISTICS			"需要联接到大图书馆"
WONDER_HOLLYWOOD_STATISTICS			"需要联接到大图书馆"
WONDER_ZERO_CRIME_BILL_STATISTICS		"需要联接到大图书馆"
WONDER_INTERNET_STATISTICS			"需要联接到大图书馆"
WONDER_LONDON_EXCHANGE_STATISTICS		"需要联接到大图书馆"
WONDER_NANITE_DEFUSER_STATISTICS		"需要联接到大图书馆"
WONDER_NATIONAL_SHIELD_STATISTICS		"需要联接到大图书馆"
WONDER_PENICILLIN_STATISTICS			"需要联接到大图书馆"
WONDER_PYRAMIDS_STATISTICS			"需要联接到大图书馆"
WONDER_RAMAYANA_STATISTICS			"需要联接到大图书馆"
WONDER_THE_AGENCY_STATISTICS			"需要联接到大图书馆"
WONDER_THE_APPIAN_WAY_STATISTICS		"需要联接到大图书馆"
WONDER_THE_EDEN_PROJECT_STATISTICS		"需要联接到大图书馆"
WONDER_THE_FORBIDDEN_CITY_STATISTICS		"需要联接到大图书馆"
WONDER_THE_SOLARIS_PROJECT_STATISTICS		"需要联接到大图书馆"

#####TEST ZONE#######	

##
## Proposals
## 

EXPLAIN_PEACE_TREATY "EXPLAIN_PEACE_TREATY"
ADVICE_PEACE_TREATY "ADVICE_PEACE_TREATY"
NEWS_PEACE_TREATY "NEWS_PEACE_TREATY"

EXPLAIN_WANT_GOLD_ADVANCE "EXPLAIN_WANT_GOLD_ADVANCE"
ADVICE_WANT_GOLD_ADVANCE "ADVICE_WANT_GOLD_ADVANCE"
NEWS_WANT_GOLD_ADVANCE "NEWS_WANT_GOLD_ADVANCE"

EXPLAIN_WITHDRAW_TROOPS_0001 "EXPLAIN_WITHDRAW_TROOPS_0001"
ADVICE_WITHDRAW_TROOPS_0001 "ADVICE_WITHDRAW_TROOPS_0001"
NEWS_WITHDRAW_TROOPS_0001 "NEWS_WITHDRAW_TROOPS_0001"

##
## Acceptances
##

EXPLAIN_ACCEPT_COUNTER "EXPLAIN_ACCEPT_COUNTER"
ADVICE_ACCEPT_COUNTER "顾问推荐你接受这个反驳提议。"
NEWS_ACCEPT_COUNTER "NEWS_ACCEPT_COUNTER"

EXPLAIN_GENERIC_ACCEPT "EXPLAIN_GENERIC_ACCEPT"
ADVICE_GENERIC_ACCEPT "顾问推荐你接受这个提议。"
NEWS_GENERIC_ACCEPT "NEWS_GENERIC_ACCEPT"

##
## Rejections
##

EXPLAIN_REJECT_COUNTER "EXPLAIN_REJECT_COUNTER"
ADVICE_REJECT_COUNTER "顾问推荐你拒绝这个反驳提议。"
NEWS_REJECT_COUNTER "NEWS_REJECT_COUNTER"

EXPLAIN_REJECT_COST_COUNTER "EXPLAIN_REJECT_COST_COUNTER"
ADVICE_REJECT_COST_COUNTER "ADVICE_REJECT_COST_COUNTER"
NEWS_REJECT_COST_COUNTER "NEWS_REJECT_COST_COUNTER"

EXPLAIN_GENERIC_REJECT "EXPLAIN_GENERIC_REJECT"
ADVICE_GENERIC_REJECT "顾问推荐你拒绝这个提议。"
NEWS_GENERIC_REJECT "NEWS_GENERIC_REJECT"

REGARD_EVENT_DIPLOMACY_RESULT "我们最近对他们国家的外交行动已经改变了他们对待我们的态度。"

#DWH1006 - This string has been replace long ago.  I believe we can delete it.
149PartyCompleteVictim "[player.1.civ_name_singular] 外交官为我们的政府官员举行了一个奢华的派对。如果我们对这些狡猾的人宣战的话，我们的人民将会强烈抗议。<changeme, second part wrong>"
