#----------------------------------------------------------------------------
#
# Project      : Call To Power 2
# File type    : String text file
# Description  : Meassage strings for the Alexander the Great scenario in Italian
# Id           : $Id:$
#
#----------------------------------------------------------------------------
#
# Disclaimer
#
# THIS FILE IS NOT GENERATED OR SUPPORTED BY ACTIVISION.
#
# This material has been developed at apolyton.net by the Apolyton CtP2 
# Source Code Project. Contact the authors at ctp2source@apolyton.net.
#
#----------------------------------------------------------------------------
#
# Remarks
#
# - This file contain all the message strings for the Alexander the Great 
#   scenario. It contains nothing else.
# - The order of the strings has been synchronized in the English, German
#   and Italian version. This has not been done for the French, Spanish and 
#   Japanese version, since those files are missing from the CTP2 source 
#   code project.
# - If you add new strings make sure that you add them at the same location
#   in every language version you have.
# - For easy comparison between the languages keep make sure that the number
#   of lines in each language file version is the same and that also the
#   comments are at the same place.
# - Keep also the indentation the same.
# - You may add comments after the last time of strings that are specific to 
#   one language only.
#
#----------------------------------------------------------------------------
#
# Modifications from the original Activision code:
#
# - Synchronized the string sequenze between the English, German and Italian
#   of that file.
# - Removed Christain propaganda about Babylon.
# - German version only: Replaced formal addressing by Sie by King's and 
#   Queen's formal addressing of Ihr.
#
#----------------------------------------------------------------------------

#### Message strings for the Alexander the Great scenario ####

#### Button text

AG_BUTTON_OK		"OK"
AG_BESSUS2		"Nonostante l'assenza di qualunque traccia di sangue reale nelle vene, il generale persiano Besso si è dichiarato il nuovo imperatore della Persia. Aggiunge che darà disposizioni per continuare la resistenza persiana e giura di essere assetato di vendetta per la morte di Dario e della sua famiglia."

# Arabia Strings
AG_ARABIA_ROAD		"Viaggia percorrendo sino alla fine questo sentiero dissestato e raggiungerai le terre dell'Arabia meridionale, rese ricche dal commercio di spezie. In ogni caso, il viaggio su strade come questa è pericoloso per coloro che non abbiano familiarità con i percorsi accidentati del deserto. Inoltre, fai attenzione ai barbari solitari e crudelmente violenti che battono la zona."
AG_MARIB		"Hai trovato la leggendaria città di Marib! La posizione esatta di questo centro del commercio di spezie era ignoto agli stranieri. Il benessere ha permesso a una cittadina sorprendentemente estesa di esistere ai margini di un deserto ostile. L'Arabia meridionale è l'unica fonte esistente di erbe per la produzione di incenso, così la città ne ha tratto enormi vantaggi."
AG_MARIB_CONQUER	"Hai conquistato Marib! Secoli di profitti commerciali sono stati accumulati per ottenere le più disparate forme di benessere. 10.000 unità d'oro e tutto questo ora ti appartiene!"
AG_SHABWAH_CONQUER	"Hai conquistato Shabwah! Anche se non è grande né tantomeno ricca come la leggendaria Marib, Shabwah dispone di significative risorse segrete legate ai profitti commerciali che ora ti appartengono. Sei più ricco di 6.000 unità d'oro!"
AG_DHUFAR_CONQUER	"Hai conquistato Dhufar! Anche se non è grande né tantomeno ricca come la leggendaria Marib, dispone comunque di ricchezze derivate dai profitti commerciali. Hai trovato 3.000 unità d'oro!"

# Carthaginian Strings
AG_CARTHAGE		"I tuoi eserciti si trovano in prossimità della città di Cartagine, l'unico agglomerato urbano importante dell'impero cartaginese. Il resto è costituito da semplici divisioni commerciali dipendenti da questa potente città. In ogni caso, è difesa tanto quanto le altre. Potrebbe essere necessario un lungo assedio per riuscire a conquistarla."
AG_CARTHAGE_CONQUER	"La grande città di Cartagine è stata conquistata! Ora che controlli questo centro situato in posizione strategica, sicuramente il resto del Mediterraneo si sbriciolerà nelle tue mani come una zolla di terra arida. È stato rinvenuto un tesoro di 3.000 unità d'oro!"

# Seres Strings
AG_SERES		"Hai fatto il tuo ingresso a Seres, la terra della seta. I Greci non hanno mai neppure sospettato l'esistenza di questa zona favolosa sino alla sua localizzazione da parte del tuo esercito. Ci sono alcune città-oasi vicine, ma il cuore di Seres (che in seguito sarà chiamata Cina) si trova molto più a est, oltre deserti e montagne invalicabili."
AG_SERES2		"Stai lasciando le prosperose città-oasi per metterti alla ricerca del cuore di Seres. Torna indietro adesso: non ce la farai mai. I deserti sono troppo aridi per rifornire un esercito. Solo piccole bande di audaci mercanti riescono a portare a termine il viaggio e a tornare indietro vivi... a volte."

# India Strings
AG_INDIA_ROUTE		"Hai trovato la rotta meridionale tra India e Persia. Sarebbe sensato poter veleggiare da qui ai mari vicini a Babilonia o persino direttamente fino all'Egitto, ma simili rotte sono state da tempo dimenticate. Forse una delle tue più grandi eredità sarà il ripristino del commercio oceanico tra l'India e l'Occidente."
AG_INDIA_ROUTE2		"Hai iniziato a percorrere la rotta centrale tra India e Persia. Si tratta di una rotta molto difficoltosa, ma è anche una via sicura tra i territori impervi delle montagne e del deserto difficile da trovare."
AG_INDIA_ROUTE3		"Hai trovato la rotta settentrionale tra India e Persia. In questa parte del mondo si trovano le terre leggendarie e fantastiche di cui parlavano i tuoi compagni Greci. I Persiani hanno un tempo governato una piccola parte di queste zone sconfinate, ma se si eccettuano certe vaghe dicerie, i tuoi eserciti sono i primi a portare queste ricche terre all'interno del mondo conosciuto."
AG_CROSSROADS		"Hai raggiunto un incrocio importante. La strada verso nordest prosegue dritta sino alla terra di Sogdia, il tradizionale angolo nordorientale dell'impero persiano. La strada verso sud si snoda generalmente in direzione sudest e poi nordovest, finché, al termine, raggiunge altre strade in direzione dell'India e di Sogdia. La via verso ovest, infine, ripercorre tutta la strada che consente di fare ritorno in Grecia."
AG_WILDERNESS		"Ti stai inoltrando in terre sempre più selvagge e accidentate. Questa è la sola strada che tradizionalmente unisce la Persia con le sue lontanissime colonie orientali. Ci sono immensi deserti a nord e a sud e si possono subire feroci attacchi da parte dei barbari al di fuori di essi."
AG_TAKSASILA_A		"Gli dei vegliano su di te: la gigantesca città di Tassila si è unita volentieri al tuo impero! Situata ai margini dell'India, i commercianti hanno diffuso qui le notizie dei tuoi grandiosi successi militari e il leader di Tassila non ha intenzione di ostacolarti. Questa città può essere un punto d'appoggio davvero valido in India."
AG_TAKSASILA_B		"Sfortunatamente, altre città vicine non sono così ricettive. Proprio oltre Tassila, i rivali di questa città stanno già preparando i loro eserciti per scacciarti dall'India prima che tu possa creare un punto d'appoggio. In particolare, c'è un brillante generale di nome Poros che spera di sbarrarti il cammino."
AG_TAKSASILA2_A		"La popolazione amichevole di Tassila ha molte informazioni da comunicarti riguardo la natura della parte rimanente dell'India. Il fiume che scorre giusto a ovest di Tassila è chiamato Indo e dopo aver attraversato i deserti, sfocia in mare. Esistono molte città-stato indipendenti sulle sue rive e su quelle dei suoi affluenti. Ciascuna di esse agisce separatamente rispetto alle altre."
AG_TAKSASILA2_B		"Procedendo in direzione sudest rispetto alla città, arriverai alla fine presso un altro importante fiume con numerosi affluenti, il Gange. Ci sono diverse grandi città situate nella fertile pianura vicina, ma sono tutte controllate dall'impero magadano."
AG_TAKSASILA2_C		"Gli eserciti indiani sono ovunque conosciuti per due motivi: i loro arcieri e i loro elefanti. Fai particolare attenzione a questi animali. Non esiste alcuna forza militare al mondo dalla potenza paragonabile a quella di un esercito con un vasto numero di enormi elefanti!"
AG_MAGADHAN		"Il tuo esercito viene a sapere dell'esistenza di un vasto territorio situato a est e governato dai Magadani. Fiumi enormi scorrono anch'essi verso est sino al Grande Mare Circolare. Seguendo questi fiumi arriverai alla capitale, Pataliputra, ricca di beni oltre ogni immaginazione. L'esercito magadano è altrettanto leggendario, con un numero incalcolabile di elefanti da guerra."
AG_MAGADHAN2		"Ora che stai entrando nel cuore dell'impero magadano, ti giungono voci che stia attraversando un periodo di crisi. L'imperatore Dhana Nanda è un semplice cittadino che ha usurpato il trono ed è odiato da quasi tutto il suo popolo. Apparentemente, l'impero ha solo un pallido ricordo della sua antica gloria. In ogni caso, dispone ancora di abbondanti risorse sotto il suo controllo."
AG_SOUTH_INDIA		"Gli esploratori riferiscono che ti stai attualmente inoltrando nell'India meridionale. Questa è una terra dalla configurazione assai irregolare, con poche strade. Contiene numerosissime città-stato indipendenti che non sono mai state conquistate da alcun impero."
AG_MAGADHAN_FLEE	"Vedendoti arrivare in persona per conquistare la loro città, la guarnigione magadana capisce di non poter competere con la tua potenza e i soldati decidono di fuggire nelle campagne."
AG_KAUSAMBI		" Con la conquista di Kausambi, altre città vicine prendono rapidamente le distanze dall'impero magadano ormai in frantumi e si uniscono ai vincitori."
AG_UJJAYINI		"Con la conquista del centro regionale di Ujjayini, la città di Bharuch è rapida nel prendere le distanze dall'impero magadano ormai in frantumi e si unisce ai vincitori."
AG_PATALIPUTRA_A	"Hai conquistato la capitale magadana! L'imperatore Dhana Nanda si rifugia nei recessi del suo, un tempo, grande impero. Ma sicuramente la spina dorsale dell'impero magadano è stata spezzata. Dhana Nanda era noto per derubare il suo stesso popolo e, in effetti, trovi un enorme tesoro: 8.000 unità d'oro."
AG_PATALIPUTRA_B	"Con la conquista di Pataliputra, senza dubbio non ci vorrà molto per assistere alla caduta di tutto l'impero magadano per mano del tuo esercito e alla sua annessione ai tuoi domini. Le città vicine si arrendono, la loro fede nel potere magadano è ormai tramontata."
AG_KASI			"Hai conquistato una delle città più sacre del mondo. Un uomo santo di nome Buddha ha tenuto qui il suo primo sermone. La città ha un numero sterminato di templi dedicati sia a lui dedicati sia alla religione bramanica. Ordini ai filosofi greci di venire qui e di ascoltare le lezioni dei numerosi saggi di questa città."
AG_CHANDRA_RUMOR	"C'è fermento nella regione di Pataliputra. Voci insistenti riguardano un giovane capo carismatico che starebbe organizzando una rivoluzione. Dobbiamo stare in guardia per fronteggiare possibili sommosse."
AG_CHANDRA		"È nata una nuova forza in India! Chandragupta, un generale giovane e brillante, ha messo insieme {action[0].text}! Il suo desiderio di grandi conquiste proviene da ciò che ha imparato dalle tue imprese. {action[1].text}"
AG_CHANDRA_PT1A		"un esercito per dare il colpo di grazia all'impero magadano"
AG_CHANDRA_PT2A		"un esercito ribelle per liberare l'India da tutti i Macedoni"
AG_CHANDRA_PT2B		"La tua guarnigione di Pataliputra è colta di sorpresa e annientata."
AG_CHANDRA_OLD		"Il grande generale Chandragupta è morto a causa di una malattia tropicale! Con lui, muoiono le migliori speranze di unificazione di tutta l'India per mano di un indiano. Per un breve periodo, ha incantato il suo popolo con una combinazione di visione e azione. Quest'uomo brillante avrebbe potuto essere l'Alessandro indiano se solo fosse vissuto."
AG_CHANDRA_DEAD		"Il grande generale Chandragupta è stato ucciso in battaglia! Con lui, muoiono le migliori speranze di unificazione di tutta l'India per mano di un indiano. Per un breve periodo, ha incantato il suo popolo con una combinazione di visione e azione. Questo uomo brillante avrebbe potuto essere l'Alessandro indiano, se solo fosse vissuto."	

# Sindu
AG_SINDU		"La tua recente vittoria ha incoraggiato alcuni reali magadani a stipulare un patto segreto. Desiderano offrirti Sindu, la bellissima figlia dell'imperatore detronizzato da Dhana Nanda. Sposala, ripristina la vera stirpe reale e molte persone di questa terra accetteranno il tuo governo. Chiedono 6.000 unità d'oro per suggellare il patto."
AG_SINDU_MARRY		"Sposi subito Sindu cosicché il popolo magadano passerà immediatamente dalla tua parte. Lo splendore del matrimonio è incredibile. Il patto che hai stipulato è assai costoso, ma i parenti di Sindu promettono di assicurare la fedeltà della gente promuovendo campagne di propaganda a favore dei Macedoni presso tutte le città magadane che conquisti."
AG_SINDU_NOMONEY	"I parenti di Sindu dicono: 'Le tue parole sono grandi, ma tu non possiedi evidentemente l'oro per avvalorarle. Non sei affidabile. Il patto matrimoniale è sciolto!"
AG_SINDU_NOMARRY	"Non hai bisogno del loro aiuto a quel prezzo. Il popolo magadano dovrà accettarti come nuovo sovrano, con chiunque tu sia sposato."

# Sogdia Strings
AG_SOGDIA_ENTER		"Stai facendo il tuo ingresso a Sogdia, una lingua di terra fertile che si trova tra desolati deserti da un lato e una vasta catena montuosa dall'altro. La gente del luogo è molto ardita, battagliera e ribelle. La Persia ha avuto diversi problemi a mantenere il controllo della zona. I barbari sono una minaccia costante da queste parti."
AG_SOGDIA_REBEL		"Il popolo di Sogdia si ribella! Temendo giustamente che i Macedoni li obbligheranno a eseguire i loro ordini, i capi di Sogdia comprendono che la loro unica possibilità sia quella di colpire prima che i tuoi eserciti abbiano completamente consolidato il controllo della regione. Essi riescono a sorprendere e sconfiggere le guarnigioni delle città che hai occupato."
AG_SOGDIA_REPORT	"I Sogdiani sembrano avere illimitate capacità di ribellarsi. L'unico modo di porre definitivamente fine ai tumulti è sconfiggere i capi ribelli. Gli esploratori hanno recentemente scoperto che il controllo dei disordini è appena stato trasferito alla città nordorientale di Kyreskhata."

# Roxane
AG_SOGDIA_DEFEAT_A	"La base della resistenza sogdiana è stata catturata! Tutti gli ultimi capi ribelli superstiti e le loro famiglie si stavano nascondendo qui e sono stati catturati vivi. Queste famiglie sono praticamente tutto ciò che rimane della nobiltà di Sogdia."
AG_SOGDIA_DEFEAT_B	"La conquista di Kyreskhata ha rappresentato un colpo mortale alla ribellione sogdiana, ma esiste la possibilità che questi personaggi possano tornare alla ribalta ancora una volta. Il metodo più sicuro sarebbe quello di uccidere la nobiltà di Sogdia rimanente, cosicché nessuno possa guidare la prossima rivolta."
AG_SOGDIA_DEFEAT_C	"Un sistema alternativo di risolvere il problema è sposare un membro della famiglia reale di Sogdia. Una delle figlie dei ribelli si chiama Roxane. È una delle donne più belle che tu abbia mai visto. Sarebbe ideale per il matrimonio, ma basterebbe questo a soddisfare i Sogdiani inquieti? Che cosa farai?"
AG_SOGDIA_KILL		"Dopo una simile impressionante conquista della loro base ribelle e in seguito alla completa eliminazione di qualsiasi leadership, i Sogdiani risultano sottomessi a dovere. Non fomenteranno mai più alcuna ribellione. Ma tu potresti ancora avere problemi causati dai pochi barbari sopravvissuti."
AG_ROXANE_MARRY		"Sposi Roxane pochi giorni più tardi. Il tempo dirà se questo matrimonio porrà fine alla ribellione, ma non hai dubbi sul fatto che sarà un'unione felice. Tutti coloro che la incontrano, sostengono che si tratti della donna più bella che abbiano mai visto e ciò che è iniziato come unione di convenienza si è rapidamente trasformato in una vera storia d'amore."
AG_SOGDIA_BRIBE		"Gli esploratori riferiscono che nonostante la tua misericordia ed il matrimonio con Roxane, la gran parte dei capi ribelli sogdiani che hai liberato sta tramando un complotto per dare origine a una nuova ribellione. Forse qualche "dono" sapientemente offerto a questi seccanti leader provvederà a calmarli una volta per tutte. 1.000 unità d'oro dovrebbero bastare, posto che tu li possieda. Vuoi corrompere i capi ribelli?"
AG_SOGDIA_BRIBE_YES	"Il denaro è sufficiente. La nobiltà di Sogdia ha intenzione di perdonare e dimenticare e il popolo ne ha abbastanza della guerra."
AG_SOGDIA_BRIBE_NO	"Ora non c'è alcuna soluzione in vista per questa orribile ribellione sogdiana. Le tue uniche possibilità di scelta di mantenere la pace consistono nel far presidiare le città sogdiane dai generali oppure nel loro abbattimento senza alcuna pietà."
AG_SOGDIA_BRIBE_NSF	"Spiacente, non possiedi 1.000 unità d'oro da offrire! Ora non c'è alcuna soluzione in vista per questa orribile ribellione sogdiana. Le tue uniche possibilità di scelta di mantenere la pace consistono nel far presidiare permanentemente le città sogdiane dai generali oppure nel loro abbattimento senza alcuna pietà."

# Wife and procreation related strings
AG_WIFE1		"Barsine"
AG_WIFE2		"Roxane"
AG_WIFE3		"Sindu"
AG_WIFE4		"Stateira"
AG_PREGNANT		"Ti giunge notizia che tua moglie {action[0].text} sia incinta. Ti auguri che si tratti di un maschio, che possa essere il tuo erede al trono."
AG_PREGNANT2		"Ti giunge notizia che tua moglie {action[0].text} sia incinta. Ti auguri di nuovo che si tratti di un maschio, considerata la reale necessità di un erede e la frequente moria di bambini causata da malattie."
AG_ITS_A_GIRL		"Tua moglie {action[0].text} ha concluso la gravidanza e ha dato alla luce una bambina. Questa creatura sarà fonte di gioia negli anni a venire, ma non potrà soddisfare l'élite macedone che accetterà solo un maschio come tuo erede al trono. Mascheri il tuo disappunto e concludi che, per tutto il tempo che sarà necessario, cercherai di generare un maschio."
AG_ITS_A_GIRL2		"Tua moglie {action[0].text} ha concluso la gravidanza e ha dato alla luce una bambina. Questa creatura sarà fonte di gioia negli anni a venire, ma non avrà alcuna rilevanza politica considerato che una donna non potrà mai regnare in Macedonia."
AG_ITS_A_BOY		"Tua moglie {action[0].text} ha dato alla luce un bambino! Considerato che tu sei il terzo re di Macedonia di nome Alessandro, decidi di chiamarlo Alessandro IV. Con il diffondersi della notizia della nascita del nuovo erede attraverso il tuo impero, aumentano i festeggiamenti e l'esultanza. Preghi gli dei affinché tu possa vivere abbastanza a lungo da assistere alla sua ascesa al trono."
AG_ITS_A_BOY2		"Tua moglie {action[0].text} ha dato alla luce un bambino! Decidi di chiamarlo Efestione II, in onore del tuo più caro amico. Con il diffondersi della notizia della nascita del nuovo erede attraverso il tuo impero, aumentano i festeggiamenti e l'esultanza. Preghi gli dei affinché egli possa vivere abbastanza a lungo da fare onore al nome della tua famiglia."
AG_ITS_A_BOY3		"Tua moglie {action[0].text} ha dato alla luce un bambino! Decidi di chiamarlo Filippo II, in onore del tuo grande padre. Con il diffondersi della notizia della nascita del nuovo erede attraverso il tuo impero, aumentano i festeggiamenti e l'esultanza. Preghi gli dei affinché egli possa vivere abbastanza a lungo da fare onore al nome della tua famiglia."
AG_STILLBORN		"Cattive notizie! Tua moglie {action[0].text} ha dato alla luce un bambino nato morto! Per fortuna, lei è sopravvissuta. Ti riprometti di duplicare gli sforzi per generare un erede."
AG_SON_BIRTHDAY		"Tuo figlio Alessandro IV oggi compie {sonAge[0]} anni. Diventa più grande e più forte giorno dopo giorno."
AG_SON2_BIRTHDAY	"Tuo figlio Efestione II oggi compie {sonAge[1]} anni. Dopo la morte del primogenito Alessandro IV, tutte le speranze per il futuro sono riposte in lui."
AG_SON3_BIRTHDAY	"Tuo figlio Filippo II oggi compie {sonAge[2]} anni. Dopo la morte di Alessandro IV e quella di Efestione II, preghi affinché il crudele destino non colpisca per la terza volta."
AG_SON1_DISEASE		"Un araldo porta notizie tragiche: tuo figlio Alessandro IV è appena morto a causa di una febbre alta e improvvisa. Tu sei inconsolabile e piangi come un bambino. Le speranze di avere un erede dovranno essere riposte in un fratello più piccolo."
AG_SON2_DISEASE		"Un araldo porta notizie tragiche: il tuo secondogenito Efestione II è appena morto dopo un'improvvisa malattia. Questo è un duro colpo, ma ti consola in parte il fatto che suo fratello maggiore ed erede al trono, Alessandro IV, sia ancora in vita."
AG_SON1_2_DISEASE	"Un araldo porta notizie tragiche: il tuo secondogenito  Efestione II è appena morto dopo un'improvvisa malattia. Questo è un duro colpo, considerata la precedente scomparsa di Alessandro IV in circostanze analoghe. Perché gli dei ti affliggono e crudelmente ti negano un erede?"
AG_SON_TWELVE_A		"Oggi tuo figlio Alessandro IV compie dodici anni! Molti bambini muoiono a causa di qualche malattia durante i primi anni di vita, ma è chiaro che tuo figlio è ora abbastanza grande e forte. I potenti macedoni, che hanno segretamente coltivato il desiderio di succederti, ora vedono sfumare i loro sogni, ma giurano eterna fedeltà a te e a tuo figlio."
AG_SON_TWELVE_B		"I festeggiamenti per il dodicesimo compleanno di tuo figlio fanno impallidire qualsiasi celebrazione mai vista dai Greci. Il tuo cuore è gonfio di orgoglio mentre lo guardi tenere un discorso ai soldati, con il quale ringrazia per i doni ricevuti nonché per la loro fedeltà e per il loro coraggio. Ecco un figlio che è degno di diventare imperatore!{action[0].text}"
AG_SON2_TWELVE_A	"Oggi tuo figlio Efestione II compie dodici anni! Sei stato a lungo preoccupato per la possibilità che morisse come suo fratello, ma è chiaro che ora è abbastanza grande e forte. I potenti macedoni che hanno segretamente coltivato il desiderio di succederti, ora vedono sfumare i loro sogni, ma giurano eterna fedeltà a te e a tuo figlio."
AG_SON3_TWELVE_A	"Oggi tuo figlio Filippo II compie dodici anni! Sei stato a lungo preoccupato per la possibilità che morisse come i suoi fratelli, ma è chiaro che ora è abbastanza grande e forte. I potenti macedoni che hanno segretamente coltivato il desiderio di succederti, ora vedono sfumare i loro sogni, ma giurano eterna fedeltà a te e a tuo figlio."
AG_SON_WORTHY		"Un figlio degno del nome Alessandro!"
AG_BLANK		" "

# Conquest Strings
AG_LEAD_DEFEAT		"I barbari di tutto il mondo battono sui propri scudi in segno di lutto: uno dei loro più grandi capi è stato sconfitto. Il loro numero si è dunque ridotto a {barbNum}."
AG_BARB_DEFEAT		"L'ultimo dei grandi capi barbari, coloro che hanno tormentato il mondo civilizzato con scorribande e saccheggi, è stato sconfitto. Senza capi, questi barbari non rappresenteranno più una minaccia."
AG_CL_DEFEAT		"La Lega di Corinto ha dimenticato le lezioni del passato e ha pagato la sua stoltezza con il sangue e subendo sconfitte. Considerato che i suoi membri non sarebbero stati felici di accettare la tua guida come alleati, è stato necessario obbligarli a farlo."
AG_GREEK_DEFEAT		"Tutte le città indipendenti greche sono state conquistate! L'idea della città-stato indipendente greca non ha più senso. Le singole comunità infatti non hanno alcuna probabilità di resistere contro imperi vasti come il tuo."
AG_PERSIA_DEFEAT	"L'impero persiano è stato completamente sottomesso al tuo controllo. Stai ardendo di orgoglio per il fatto di essere finalmente riuscito a trasformare il sogno di tuo padre in realtà. La Persia ti appartiene e sembra che nessuno sia in grado di sfidare il tuo potere."
AG_CARTHAGE_DEFEAT	"La civiltà cartaginese è stata distrutta! Hai conquistato l'intera zona occidentale del Mediterraneo. Giuri che, in un futuro assai prossimo, farai costruire una strada lungo la linea costiera nordafricana, dall'Egitto sino ai margini dell'immenso oceano. Forse un giorno i tuoi marinai esploreranno quell'oceano e conquisteranno terre ignote."
AG_ROMAN_DEFEAT		"La civiltà romana è stata sconfitta. Prima del tuo avvento i Romani primeggiavano su tutti a causa della loro grandezza, ma ora rappresenteranno semplicemente una provincia in più del tuo sterminato impero. Nessuno potrà mai dire cosa sarebbe potuto accadere se tu avessi lasciato questo forte popolo libero di badare al suo sviluppo."
AG_MAGADHAN_DEFEAT	"Hai distrutto l'impero magadano! L'imperatore Dhana Nanda viene decapitato dal suo stesso popolo per punire il suo ingiusto governo. Dhana Nanda ha derubato come un rapace i suoi sudditi. Saresti molto amato se ne restituissi almeno una parte. 5.000 unità d'oro soddisferebbero tutti e ti esprimerebbero con gioia la loro riconoscenza."
AG_MAGADHAN_MONEY	"Quello che è stato il popolo magadano apprezza la tua generosità. Nelle città più grandi, valutano il tuo governo in maniera molto favorevole."
AG_MAGADHAN_NOMONEY	"Spiacente, la gente non è stupida. Le tue promesse sono vuote come i tuoi forzieri. Dov'è il denaro che hai promesso loro?"
AG_INDEP_DEFEAT		"Sei finalmente riuscito a conquistare tutti i lontanissimi stati indipendenti. L'unico serio ostacolo verso la sconfitta di questi piccoli stati è stato la distanza, ma nemmeno quella è riuscita a fermarti. La nozione stessa di stato indipendente è datata: tutti i popoli civilizzati vivranno in armonia sotto un unico governo - il tuo."

# Endgame ranking strings
AG_GAMEOVER		"Hai guadagnato {totalScore} punti su 60 possibili.\n\n{cityScore} - Città controllate\n{civScore} - Civiltà conquistate\n{heirScore} - Bonus erede\n------------------------\n{totalScore} Totale"
AG_UNWORTHY		"Un'opportunità mancata; la civiltà macedone sembrava pronta per fare grandi cose. E nonostante ciò, non sei riuscito ad approfittarne. Gli storici si domanderanno cosa sarebbe accaduto se Alessandro fosse stato un uomo migliore. Il tuo nome passerà alla storia come quello di Alessandro l'Indegno!"
AG_GOOD			"Sei riuscito ad ampliare un po' la civiltà macedone, ma è talmente tanto ciò che avresti potuto fare! E inoltre, cosa ancor più importante, hai trascurato la possibilità di generare un erede durante i primi anni del tuo regno. I libri di storia non ti chiameranno Alessandro il Grande, ma semplicemente Alessandro il Buono."
AG_MIGHTY		"I tuoi adempimenti sono stati numerosi, ma non sei riuscito a mantenere i territori abbastanza a lungo da creare un impero veramente duraturo. Il tuo lavoro sarà rovinato dai tuoi successori meno capaci. In ogni caso, hai cambiato drasticamente il corso della storia mondiale e il tuo operato sarà apprezzato a lungo. Gli storici ti chiameranno Alessandro il Forte."
AG_GREAT		"Congratulazioni! Hai dimostrato a te stesso di essere all'altezza del paragone con il vero Alessandro il Grande. Ma egli morì assai giovane e non riuscì a nominare un successore. Il tuo impero ha migliori speranze di sopravvivere alla tua morte rispetto al suo. Per i tuoi numerosissimi adempimenti, gli storici si riferiranno a te chiamandoti Alessandro il Grande."
AG_MAGNIFICENT		"Hai superato il vero Alessandro Magno! Hai fatto più di lui per cercare di avere un erede. Grazie alla tua straordinaria reputazione, il tuo impero sopravviverà alla tua morte. Una successione di Alessandri seguirà le tue orme. Gli storici si riferiranno a te chiamandoti Alessandro il Magnifico."
AG_DEMIGOD		"I tuoi adempimenti fanno impallidire di gran lunga quelli del vero Alessandro! Hai conquistato quasi tutto il mondo conosciuto e hai generato un erede. Migliaia di anni più tardi, sei ancora considerato una figura cardine della storia, l'uomo che ha creato un impero mondiale duraturo. Alcuni si spingono anche oltre e ti venerano come un semi-dio."
AG_GOD			"Incredibile: hai conquistato l'intero mondo conosciuto! nel corso delle future generazioni, altri Alessandri assisteranno all'estensione del tuo impero su tutto il pianeta e nello spazio entro 1000 anni. Sei considerato qualcosa di molto superiore ad un fondatore di imperi: sei assiduamente venerato su tutte le stelle come un dio venuto sulla Terra!"

# Various extra strings
AG_PERSEP_ROAD 		"Gli esploratori riferiscono che ti trovi ora sulla strada tra Susa e Persepoli, le capitali invernale ed estiva dell'impero persiano."
AG_MACEDHAPPY 		"La notizia della sconfitta di Dario si è diffusa tra la popolazione macedone che si trova in patria. La tua popolarità aumenta a Pella e presso le città vicine, mentre la portata di ciò che hai fatto viene lentamente compresa."
AG_NEAR_CROSSROAD	"Ti trovi a un importante incrocio. Andando a nord, oltre le montagne, arriverai a Sogdia, la tradizionale frontiera nordoccidentale dell'impero persiano. Andando verso sud, sempre oltre le montagne, troverai una serie di città-oasi; alla fine porteranno alla strada principale che prosegue in direzione ovest. Procedendo a est, entrerai invece nelle favolose terre dell'India."
AG_CASPIAN_GATE		"Stai attraversando the le porte del Caspio. Questo passaggio tra montagne e deserti segna la frontiera tra le terre più civilizzate dell'ovest e quelle desolate e selvagge dell'est. In quest'ultima direzione, le terre fertili sono poche e distanti tra loro, sino a quando la strada giunge alla fine presso la lontana India."
AG_ETHIOPIA		"Il fiume Nilo scorre a sud verso il ricco regno di Meroe e gli altipiani dell'Etiopia."
AG_MEROE		"Hai conquistato Meroe! Quest'area è stata una delle maggiori produttrici di oro del mondo. 5.000 unità d'oro ti spettano per il successo dell'impresa."
AG_ARABIA_BY_SEA1	"Le tue navi hanno scoperto le acque costiere dell'Arabia. Questa terra deserta è completamente in mano a barbari solitari e crudelmente violenti. Ma varrebbe certamente la pena di conquistare le città commerciali straordinariamente ricche dell'Arabia meridionale. Un viaggio oceanico lungo la costa araba ti porterebbe alla fine in Egitto."
AG_ARABIA_BY_SEA2	"Le tue navi si trovano all'imboccatura del Golfo Arabo. A est, troverai l'Arabia. Questa terra deserta è completamente in mano a barbari solitari e crudelmente violenti. Ma varrebbe certamente la pena di conquistare le città commerciali straordinariamente ricche dell'Arabia meridionale. Un viaggio oceanico lungo la costa araba ti porterebbe alla fine in Persia."
AG_ROAD_TO_MARIB1	"Le carovane dei commercianti di spezie seguono questa pista verso l'interno della regione sino alla città di Marib, che alcuni dicono sia la più ricca città del mondo."
AG_ROAD_TO_MARIB2	"C'è un sentiero che si snoda tra le montagne e conduce alla magnifica città di Marib, centro del commercio di spezie."
AG_EGYPT_DEFECT_A	"Gli Egiziani festeggiano gioiosamente l'arrivo di Alessandro Magno! Si sono ripetutamente ribellati ai Persiani nel corso dell'ultimo secolo, ma solo per essere riconquistati ogni volta. Gli Egiziani ti vedono come la loro salvezza e si liberano dal giogo persiano! I soldati persiani fuggono, lasciandoti una terra quasi distrutta dalle innumerevoli ribellioni."
AG_EGYPT_DEFECT_B	"Gli Egiziani accetteranno solo faraoni come propri  leader. Se vai a Menfi per farti incoronare faraone, riuscirai a controllare l'Egitto in maniera assai più semplice."
