# UNIT DESCRIPTIONS #	
ITEM_OBSOLETE_CIVWIDE 	"junkstring_ITEM_OBSOLETE_CIVWIDE "
UNIT_SWORDSMAN_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_TANK_STATISTICS				"This Needs to be Hooked up to the Great Library"
UNIT_TELEVANGELIST_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_TROOP_SHIP_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_URBAN_PLANNER_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_WAR_WALKER_STATISTICS			"This Needs to be Hooked up to the Great Library"
UNIT_WARRIOR_STATISTICS				"This Needs to be Hooked up to the Great Library"
WONDER_ARISTOTLES_LYCEUM_STATISTICS		"This Needs to be Hooked up to the Great Library"
WONDER_CHICHEN_ITZA_STATISTICS			"This Needs to be Hooked up to the Great Library"
WONDER_DATA_HAVEN_STATISTICS			"This Needs to be Hooked up to the Great Library"
WONDER_EAST_INDIA_COMPANY_STATISTICS		"This Needs to be Hooked up to the Great Library"
WONDER_EGALITARIAN_ACT_STATISTICS		"This Needs to be Hooked up to the Great Library"
WONDER_EMANCIPATION_PROCLAMATION_STATISTICS	"This Needs to be Hooked up to the Great Library"
WONDER_EMPIRE_STATE_BUILDING_STATISTICS		"This Needs to be Hooked up to the Great Library"
WONDER_FIELD_DYNAMICS_LABORATORY_STATISTICS	"This Needs to be Hooked up to the Great Library"
WONDER_GALILEOS_TELESCOPE_STATISTICS		"This Needs to be Hooked up to the Great Library"
WONDER_GENOME_PROJECT_STATISTICS		"This Needs to be Hooked up to the Great Library"
WONDER_CENTRAL_MATTER_DECOMPILER_STATISTICS	"This Needs to be Hooked up to the Great Library"
WONDER_GLOBAL_SURVEILLANCE_CENTER_STATISTICS	"This Needs to be Hooked up to the Great Library"
WONDER_GLOBESAT_STATISTICS			"This Needs to be Hooked up to the Great Library"
WONDER_GREAT_WALL_STATISTICS			"This Needs to be Hooked up to the Great Library"
WONDER_GUTTENBERGS_BIBLE_STATISTICS		"This Needs to be Hooked up to the Great Library"
WONDER_HAGIA_SOPHIA_STATISTICS			"This Needs to be Hooked up to the Great Library"
WONDER_HOLLYWOOD_STATISTICS			"This Needs to be Hooked up to the Great Library"
WONDER_ZERO_CRIME_BILL_STATISTICS		"This Needs to be Hooked up to the Great Library"
WONDER_INTERNET_STATISTICS			"This Needs to be Hooked up to the Great Library"
WONDER_LONDON_EXCHANGE_STATISTICS		"This Needs to be Hooked up to the Great Library"
WONDER_NANITE_DEFUSER_STATISTICS		"This Needs to be Hooked up to the Great Library"
WONDER_NATIONAL_SHIELD_STATISTICS		"This Needs to be Hooked up to the Great Library"
WONDER_PENICILLIN_STATISTICS			"This Needs to be Hooked up to the Great Library"
WONDER_PYRAMIDS_STATISTICS			"This Needs to be Hooked up to the Great Library"
WONDER_RAMAYANA_STATISTICS			"This Needs to be Hooked up to the Great Library"
WONDER_THE_AGENCY_STATISTICS			"This Needs to be Hooked up to the Great Library"
WONDER_THE_APPIAN_WAY_STATISTICS		"This Needs to be Hooked up to the Great Library"
WONDER_THE_EDEN_PROJECT_STATISTICS		"This Needs to be Hooked up to the Great Library"
WONDER_THE_FORBIDDEN_CITY_STATISTICS		"This Needs to be Hooked up to the Great Library"
WONDER_THE_SOLARIS_PROJECT_STATISTICS		"This Needs to be Hooked up to the Great Library"

#####TEST ZONE#######	

##
## Proposals
## 

EXPLAIN_PEACE_TREATY "EXPLAIN_PEACE_TREATY"
ADVICE_PEACE_TREATY "ADVICE_PEACE_TREATY"
NEWS_PEACE_TREATY "NEWS_PEACE_TREATY"

EXPLAIN_WANT_GOLD_ADVANCE "EXPLAIN_WANT_GOLD_ADVANCE"
ADVICE_WANT_GOLD_ADVANCE "ADVICE_WANT_GOLD_ADVANCE"
NEWS_WANT_GOLD_ADVANCE "NEWS_WANT_GOLD_ADVANCE"

EXPLAIN_WITHDRAW_TROOPS_0001 "EXPLAIN_WITHDRAW_TROOPS_0001"
ADVICE_WITHDRAW_TROOPS_0001 "ADVICE_WITHDRAW_TROOPS_0001"
NEWS_WITHDRAW_TROOPS_0001 "NEWS_WITHDRAW_TROOPS_0001"

##
## Acceptances
##

EXPLAIN_ACCEPT_COUNTER "EXPLAIN_ACCEPT_COUNTER"
ADVICE_ACCEPT_COUNTER "Your advisors recommend you accept this counter proposal."
NEWS_ACCEPT_COUNTER "NEWS_ACCEPT_COUNTER"

EXPLAIN_GENERIC_ACCEPT "EXPLAIN_GENERIC_ACCEPT"
ADVICE_GENERIC_ACCEPT "Your advisors recommend you accept this proposal."
NEWS_GENERIC_ACCEPT "NEWS_GENERIC_ACCEPT"

##
## Rejections
##

EXPLAIN_REJECT_COUNTER "EXPLAIN_REJECT_COUNTER"
ADVICE_REJECT_COUNTER "Your advisors recommend you reject this counter proposal."
NEWS_REJECT_COUNTER "NEWS_REJECT_COUNTER"

EXPLAIN_REJECT_COST_COUNTER "EXPLAIN_REJECT_COST_COUNTER"
ADVICE_REJECT_COST_COUNTER "ADVICE_REJECT_COST_COUNTER"
NEWS_REJECT_COST_COUNTER "NEWS_REJECT_COST_COUNTER"

EXPLAIN_GENERIC_REJECT "EXPLAIN_GENERIC_REJECT"
ADVICE_GENERIC_REJECT "Your advisors recommend you reject this proposal."
NEWS_GENERIC_REJECT "NEWS_GENERIC_REJECT"

REGARD_EVENT_DIPLOMACY_RESULT "Our recent diplomatic actions with their nation have changed their regard for us."

#DWH1006 - This string has been replace long ago.  I believe we can delete it.
149PartyCompleteVictim "[player.1.civ_name_singular] Diplomats have thrown an extravagant party for our government officials. Our people will protest more strongly if we go to war with these cunning showmen.<changeme, second part wrong>"
