#----------------------------------------------------------------------------
#
# Project      : Call To Power 2
# File type    : String text file
# Description  : CTP2 tutorial strings (Spanish)
# Id           : $Id:$
#
#----------------------------------------------------------------------------
#
# Disclaimer
#
# THIS FILE IS NOT GENERATED OR SUPPORTED BY ACTIVISION.
#
# This material has been developed at apolyton.net by the Apolyton CtP2 
# Source Code Project. Contact the authors at ctp2source@apolyton.net.
#
#----------------------------------------------------------------------------
#
# Remarks
#
# - This file contains all the CTP2 tutorial strings.
#   It contains nothing else.
# - The order of the strings has been synchronized in the English, French, 
#   German, Italian and Spanish version. This has not been done for the 
#   Japanese version, since that file is missing from the CTP2 source 
#   code project.
# - If you add new strings make sure that you add them at the same location
#   in every language version you have.
# - For easy comparison between the languages make sure that the number
#   of lines in each language file version is the same and that also the
#   comments are at the same place.
# - Keep also the indentation the same.
# - You may add comments after the last line of strings that are specific to 
#   one language only.
#
#----------------------------------------------------------------------------
#
# Modifications from the original Activision code:
#
# - None
#
#----------------------------------------------------------------------------

T_BUTTON_OK			"OK"
T_CM_INVENTORY_TAB		"Esta pestaña del administrador de la ciudad muestra todos los edificios y maravillas que existen en la ciudad.\n\nSi necesitas urgentemente oro, puedes vender edificios, aunque la ciudad perderá su beneficio. Las maravillas no pueden venderse."
T_CM_SPECIALISTS		"Según vas descubriendo nuevos avances, ganarás acceso a nuevos tipos de especialistas.\n\nLos especialistas difieren de los trabajadores y esclavos en que concentran sus esfuerzos en crear un tipo de recurso, como pueden ser los alimentos, ciencia o producción."
T_CM_STATISTICS			"Para gestionar una ciudad de forma eficiente, deberás estar al tanto de todos los asuntos relacionados con los ciudadanos.\n\nLa pestaña Estadísticas de la administración de la ciudad muestra las cosas malas y buenas que afectan a los habitantes de la ciudad." 
T_CM_UNITS			"Nunca está de más estacionar unidades dentro de la ciudad para defenderla. Esta pestaña de la administración de la ciudad muestra las unidades que actualmente se encuentran dentro de la ciudad. Si deseas retirar a una unidad de la ciudad, selecciona la unidad y, a continuación, haz clic en <c:0,0,200>Activar unidad<e>."
T_POO				"POO CityIsNamed strcmp works."
T_TITLE_SP_CIV_MGMT		"Administrador del imperio" 
T_SP_CIV_MGMT			"No sólo posees el control de la política nacional de tu imperio, sino que también decides el tipo de gobierno que quieres dirigir.\n\nTu pueblo espera cosas diferentes de cada tipo de gobierno en lo que a política nacional se refiere, y debes decidir qué tipo de gobierno es el que mejor puede responder a sus necesidades y a tus gustos."
T_TITLE_SP_CIV_MGMT_A		"'Nadie puede ser un patriota con el estómago vacío.'"
T_SP_CIV_MGMT_A			"No se puede fundar una nación con el sudor de la frente de gente hambrienta. Aumentar las raciones hará más feliz a tu pueblo, pero, puesto que el crecimiento de la población depende de la existencia de alimentos, éste puede estancarse debido al aumento de las raciones."
T_TITLE_SP_CIV_MGMT_B		"'No preguntes qué puede hacer por ti tu país..."
T_SP_CIV_MGMT_B			"... pregunta qué puedes hacer tú por tu país.'\n\nLa productividad de tu nación depende de la duración de la jornada laboral. Cuanto más larga sea, más productiva será la ciudad. Por el contrario, cuanto más corta sea, más feliz estará el pueblo."
T_TITLE_SP_CIV_MGMT_C		"'El dinero puede encenderse, pero no por sí solo..."
T_SP_CIV_MGMT_C			"... y durante mucho tiempo, se quemará.'\n\nEl comercio es la fuente de los sueldos de los ciudadanos y de los fondos para la investigación científica. Al aumentar los sueldos, la gente está más feliz, pero quedará menos dinero para la investigación científica, los costes de mantenimiento y la compra de elementos."
T_TITLE_SP_CIV_MGMT_D		"'Nada es seguro en la vida.'"
T_SP_CIV_MGMT_D			"No olvides que si los impuestos por obras públicas son muy elevados, las ciudades no podrán construir nuevas unidades, mejoras o maravillas de forma eficiente.\n\nIgualmente, si los impuestos por ciencia son muy bajos, los avances tecnológicos tardarán más en llegar."
T_SP_UNIT_MGMT			"Puedes consultar un resumen de todas las unidades de tu imperio y dirigirlas.\n\nSería conveniente que disolvieras las unidades más antiguas cuando dispones de otra unidad similar que las pueda sustituir."
T_SP_DIPLOMACY			"Cada vez que te encuentres con otra nación, podrás entablar  negociaciones diplomáticas con ella.\n\nAl establecer una embajada en una ciudad extranjera, abrirás más posibilidades a las negociaciones."
T_SP_SCIENCE			"Puedes comprobar el progreso de tu nación en lo referente a investigación científica. También puedes modificar el núcleo de la investigación si necesitas nuevos conocimientos."
T_SP_GREAT_LIBRARY		"La Gran Biblioteca es la fuente central de información en el mundo de Call To Power II. Dentro de sus paredes se guarda información sobre todo lo contenido en el juego, desde las unidades y maravillas hasta los conceptos y avances. Puedes descubrir cómo funcionan estos elementos leyendo las entradas de jugabilidad. Además, podrás leer las entradas históricas y conocer sus orígenes, desarrollo y papel desempeñado en la historia."
T_SP_TRADE			"Una vez descubierto el avance del comercio y construidas varias caravanas en tus ciudades, podrás vender tus mercancías. Sin embargo, no puedes ofrecer mercancías a ninguna nación con la que te encuentres en guerra."
T_SP_NATL_MGMT			"La gestión nacional te ofrece un resumen de todas las ciudades de tu imperio. Puedes utilizar los botones de la parte superior para ordenar la lista de ciudades por categorías."
##T_NO_KILL_CIVILIAN		"Si atacas {player[0].civ_name_singular} {unitrecord[0].name} probablemente disminuirá la consideración que te tienen y eso conducirá a tensión entre las dos naciones. Puedes expulsar a unidades de civiles como el {unitrecord[0].name} y mantener aún las relaciones diplomáticas. De esta manera, puedes librarte de unidades extranjeras sin atacarlas y provocar una guerra."

### Added 10/6/00
T_CITY_TOO_SMALL_TITLE		"¡Ciudad demasiado pequeña!"
T_CITY_TOO_SMALL		"La construcción de un colono requiere una parte de los ciudadanos de una ciudad. Ésta ha de tener un tamaño de 2 ó superior para que se pueda construir un colono sin disolver la ciudad. A lo mejor prefieres esperar antes de construir colonos."
T_TOO_MANY_UNITS_TITLE		"¡Capacidad máxima alcanzada!"
T_TOO_MANY_UNITS		"Cada una de las casillas del juego, incluidas las que tienen ciudades, pueden contener hasta un máximo de 12 unidades. Si ya hay 12 unidades en esa casilla, la ciudad detendrá la producción hasta que haya espacio suficiente para las nuevas unidades."
