#### Message strings for the Alexander the Great scenario ####


#### Button text

AG_BUTTON_OK 			"OK"
AG_CHANDRA			"Une nouvelle force émerge en Inde ! Chandragupta, jeune et brillant général, a soulevé {action[0].text} ! Ses désirs de conquête lui viennent des récits de vos exploits. {action[1].text}"
AG_CHANDRA_PT1A		"une armée et projette d'en finir avec l'empire magadhan"
AG_CHANDRA_PT2A		"une armée rebelle et promet de bouter les Macédoniens hors de l'Inde"
AG_CHANDRA_PT2B		"Votre garnison à Pataliputra est prise par surprise et massacrée."
AG_CHANDRA_DEAD		"Le grand général Chandragupta a été tué au combat ! Avec lui s'éteint tout espoir d'une unification de l'Inde. Un court instant, il a galvanisé son peuple en conjuguant vision et action. Avec le temps, ce grand homme aurait pu devenir l'Alexandre indien."
	# Sindu
AG_SINDU			"Vu vos récentes victoires, la royauté magadhane vous propose un accord secret. Elle vous offre Sindu, fille du précédent empereur chassé par Dhana Nanda. Epousez-la, restaurez la lignée royale et le peuple acceptera votre autorité. Ils demandent 6 000 pièces d'or pour conclure le marché."
AG_SINDU_MARRY		"Vous épousez Sindu afin de rallier le peuple magadhan à votre cause. La splendeur de vos noces dépasse l'entendement. Le prix à payer est élevé, mais les parents de Sindu orchestreront une propagande pro-macédonienne dans les cités magadhanes que vous conquérez."
AG_SINDU_NOMONEY	"Les parents de Sindu déclarent : 'Vous parlez bien, mais vous n'avez visiblement pas les moyens de votre politique. Nous ne pouvons vous faire confiance. L'accord sur le mariage est rompu !'"
AG_SINDU_NOMARRY	"Le prix de leur aide est trop élevé. Le peuple magadhan devra accepter votre domination, quelle que soit votre femme."

# Sogdia Strings
AG_SOGDIA_ENTER		"Vous entrez maintenant en Sogdiane, bande de terres fertiles coincée entre des déserts arides et une vaste chaîne de montagnes. Ici, le peuple est courageux, belliqueux et rebelle. La Perse a eu du mal à contrôler la région. En outre, les Barbares constituent une menace constante."
AG_SOGDIA_REBEL		"Le peuple de la Sogdiane se rebelle ! Craignant non sans raison que les Macédoniens les forcent à adopter leurs coutumes, les chefs de la Sogdiane ont décidé de frapper. Ils surprennent et massacrent les garnisons des cités que vous contrôlez."
AG_SOGDIA_REPORT	"Les Sogdiens semblent posséder une aptitude inépuisable à la rébellion. La seule façon d'arrêter le soulèvement est de vaincre leurs chefs. Les éclaireurs ont découvert que le commandement de la rébellion a récemment été transféré au nord-est, dans la cité de Kyreskhata."
	# Roxane 
AG_SOGDIA_DEFEAT_A	"La base des résistants la Sogdiane a été investie ! Les derniers chefs rebelles et leurs familles s'y terraient et ont été capturés vivants. Ces familles sont tout ce qui reste de la noblesse sogdienne."
AG_SOGDIA_DEFEAT_B	"La conquête de Kyreskhata a porté un dur coup à la rébellion de la Sogdiane, mais ce peuple risque encore de se soulever. Pour que personne ne puisse prendre la tête du prochain soulèvement, le plus sûr est de tuer les derniers membres de la noblesse sogdienne."
AG_SOGDIA_DEFEAT_C	"Vous pouvez également résoudre ce problème en concluant un mariage d'intérêt avec la noblesse sogdienne. Parmi les rebelles, il en est une qui se nomme Roxane. C'est elle qu'il faudrait épouser, mais cela satisfera-t-il les intrépides Sogdiens ? Qu'allez-vous faire ?"
AG_SOGDIA_KILL		"Après l'impressionnante conquête de leur base et l'élimination de leurs chefs, les Sogdiens sont matés. Ils ne se rebelleront plus jamais. Mais les Barbares risquent encore de poser problème."
AG_ROXANE_MARRY		"Vous épousez Roxane quelques jours plus tard. Seul l'avenir dira si cette union mettra un terme à la rébellion. Roxane est la plus belle femme que quiconque ait jamais vue et ce qui se présentait comme un mariage arrangé a rapidement tourné à l'histoire d'amour."
AG_SOGDIA_BRIBE		"Malgré votre indulgence et votre mariage avec Roxane, les chefs rebelles sogdiens que vous avez fait relâcher complotent de plus belle. Peut-être un "don" habile à ces fauteurs de troubles les calmera-t-il définitivement. 1 000 pièces d'or suffiraient. Allez-vous les soudoyer ?"
AG_SOGDIA_BRIBE_YES	"L'argent est roi. La noblesse de la Sogdiane se montre conciliante, et le peuple en a assez des guerres."
AG_SOGDIA_BRIBE_NO	"Cette horrible rébellion de la Sogdiane semble devoir ne jamais s'arrêter. Pour maintenir la paix, il vous faudra soit raser les cités soit y maintenir des généraux."
AG_SOGDIA_BRIBE_NSF	"Hélas, vous n'avez pas 1000 pièces d'or ! Cette horrible rébellion de la Sogdiane semble devoir ne jamais s'arrêter. Pour maintenir la paix, il vous faut donc maintenir des généraux dans les cités de la Sogdiane ou les raser."

# Wife and procreation related strings
AG_WIFE1			"Barsinè"
AG_WIFE2			"Roxane"
AG_WIFE3			"Sindu"
AG_WIFE4			"Stateira"
AG_PREGNANT			"On vous informe que votre femme {action[0].text} est enceinte. Vous espérez que cette fois ce sera un garçon, héritier de votre trône."
AG_PREGNANT2		" On vous informe que votre femme {action[0].text} est enceinte. Ayant besoin d'un héritier, vous espérez que votre enfant ne succombera pas à la maladie."
AG_ITS_A_GIRL		"Votre femme {action[0].text} a donné naissance à une fille. Cela ne satisfera pas l'élite macédonienne qui n'acceptera qu'un héritier de sexe masculin. Vous dissimulez votre déception et décidez de réessayer jusqu'à avoir un fils."
AG_ITS_A_GIRL2		"Votre femme {action[0].text} a donné naissance à une fille. Cette enfant vous apportera beaucoup de bonheur dans les années à venir. Mais politiquement parlant, elle n'existe pas car les Macédoniens n'accepteront jamais qu'une reine les gouverne."
AG_ITS_A_BOY		"Votre femme {action[0].text} a donné naissance à un garçon ! Vous décidez de l'appeler Alexandre IV. La venue d'un héritier se répand et donne lieu à de nombreuses célébrations. Vous priez les dieux pour qu'il vive assez longtemps et vous succède sur le trône."
AG_ITS_A_BOY2		"Votre femme {action[0].text} a donné naissance à un fils ! Vous décidez de le nommer Héphestion II, en l'honneur de votre meilleur ami. La venue d'un héritier se répand et donne lieu à de nombreuses célébrations. Vous priez les dieux pour qu'il vive assez longtemps."
AG_ITS_A_BOY3		"Votre femme {action[0].text} a donné naissance à un fils ! Vous décidez de le nommer Philippe II, en l'honneur de votre célèbre père. La venue d'un héritier se répand et donne lieu à de nombreuses célébrations. Vous priez les dieux pour qu'il vive assez longtemps."
AG_STILLBORN		"Mauvaise nouvelle ! Votre femme {action[0].text} a accouché d'un fils mort-né ! Fort heureusement, elle a survécu à l'épreuve. Vous redoublez d'efforts pour engendrer un héritier."
AG_SON_BIRTHDAY		"Votre fils Alexandre IV a {sonAge[0]} ans aujourd'hui. Il grandit et forcit chaque jour."
AG_SON2_BIRTHDAY	"Votre fils Héphestion II a {sonAge[1]} ans aujourd'hui. Après la mort de l'aîné Alexandre IV, tous les espoirs reposent sur Héphestion II."
AG_SON3_BIRTHDAY	"Votre fils Philippe II a {sonAge[2]} ans aujourd'hui. Après les morts successives d'Alexandre IV et d'Héphestion II, vous priez pour que ce destin funeste ne se reproduise pas."
AG_SON1_DISEASE		"Un messager apporte une funeste nouvelle : votre fils Alexandre IV vient de mourir, emporté par une fièvre soudaine. Vous êtes inconsolable et pleurez comme un enfant. L'espoir de voir venir un héritier reposera désormais sur les fils à venir."
AG_SON2_DISEASE		"Un messager apporte une terrible nouvelle : votre second fils Héphestion II vient d'être emporté par la maladie. C'est un coup du sort, mais vous vous consolez en pensant à son aîné et héritier du trône, Alexandre IV, qui se porte bien."
AG_SON1_2_DISEASE	" Un messager apporte une funeste nouvelle : votre second fils Héphestion II vient d'être emporté par la maladie. C'est un coup terrible, surtout après la mort d'Alexandre IV dans des circonstances similaires. Pourquoi les dieux vous refusent-ils le droit d'avoir un héritier ?"
AG_SON_TWELVE_A		"Aujourd'hui, votre fils Alexandre IV a douze ans ! Votre fils est désormais assez résistant pour atteindre l'âge adulte. C'est un coup dur pour les puissants Macédoniens qui caressaient le rêve de vous succéder un jour et doivent à jamais jurer fidélité à votre fils."
AG_SON_TWELVE_B		"Votre fils célèbre son douzième anniversaire. Dans son discours, il remercie les soldats pour leurs présents, pour leur loyauté et leur bravoure. Votre coeur s'emplit de fierté. Voilà un fils digne de devenir empereur ! {action[0].text}"
AG_SON2_TWELVE_A	" Aujourd'hui, votre fils Héphestion II a douze ans ! Désormais, il est assez résistant pour atteindre l'âge adulte. C'est un coup dur pour les puissants Macédoniens qui caressaient le rêve de vous succéder un jour et qui doivent à jamais jurer fidélité à votre fils."
AG_SON3_TWELVE_A	"Aujourd'hui, votre fils Philippe II a douze ans ! Désormais, il est assez résistant pour atteindre l'âge adulte. C'est un coup dur pour les plus puissants Macédoniens qui caressaient le rêve de vous succéder un jour et qui doivent à jamais jurer fidélité à votre fils."
AG_SON_WORTHY		" Un fils digne du nom d'Alexandre !"
AG_BLANK			" "

# Conquest Strings
AG_LEAD_DEFEAT		"Partout dans le monde, les barbares frappent leur bouclier, pleurant la défaite d'un de leurs grands chefs dont le nombre a été réduit à {barbNum}."
AG_BARB_DEFEAT		"Le dernier des grands chefs barbares susceptibles de mettre le monde civilisé à feu et à sang a été vaincu. Faute de dirigeant, ces barbares ne constituent plus une menace."
AG_CL_DEFEAT		"La ligue achéenne a oublié les leçons du passé : son erreur a été lavée dans le sang et la conquête. Comme ils n'acceptaient pas votre tutelle en tant qu'alliés, il a fallu les soumettre à votre contrôle direct."
AG_GREEK_DEFEAT		"Toutes les villes grecques indépendantes ont été conquises ! L'idée même de cité-état a vécu. Ces villes n'ont aucune chance face à un vaste empire comme le vôtre."
AG_PERSIA_DEFEAT	"L'empire perse est tout entier en votre pouvoir. Vous éprouvez une grande fierté d'avoir accompli le rêve de votre père. La Perse est à vous, et rien ni personne ne semble pouvoir vous résister."
AG_CARTHAGE_DEFEAT	"La civilisation carthaginoise a été anéantie ! Vous avez conquis tout l'ouest de la mer Méditerranée. Vous jurez de faire construire dans un avenir proche une route longeant la côte de l'Afrique du Nord, allant de l'Egypte aux rivages de l'océan."
AG_ROMAN_DEFEAT		"La civilisation romaine est à genoux. Avant votre arrivée, les Romains semblaient promis à un bel avenir, mais ils ne seront désormais qu'une province de plus dans votre vaste empire. Qui sait ce dont ce peuple vigoureux aurait été capable sans votre intervention."
AG_MAGADHAN_DEFEAT	"Vous avez détruit l'empire magadhan ! L'empereur Dhana Nanda a été décapité par son peuple en réponse à ses actions passées : il volait ses propres sujets. Vous seriez très populaire si vous redistribuiez une partie de sa fortune. 5 000 pièces d'or devraient suffire."
AG_MAGADHAN_MONEY	"Le peuple magadhan apprécie votre générosité. Dans les métropoles, votre future gestion du pouvoir inspire la confiance."
AG_MAGADHAN_NOMONEY	"Désolé, le peuple n'est pas dupe. Vos promesses sont aussi creuses que vos coffres sont vides. Où est l'argent que vous leur aviez promis ?"
AG_INDEP_DEFEAT		"Vous avez fini par soumettre tous les états indépendants, même les plus lointains. La distance était le seul obstacle sérieux à votre victoire, mais vous avez su le franchir. Désormais, tous les peuples civilisés vivront en harmonie sous un gouvernement unique - le vôtre."

# Endgame ranking strings
AG_GAMEOVER		"Vous avez gagné {totalScore} des 60 points possibles.\n\n{cityScore} - Villes conquises\n{civScore} - Empires conquis\n{heirScore} - Bonus d'héritage\n------------------------\n{totalScore} Total"
AG_UNWORTHY		"La civilisation macédonienne semblait promise à un bel avenir mais vous n'avez pas su saisir votre chance. Les historiens se demanderont ce qui aurait pu se passer si Alexandre avait été à la hauteur. Vous subsisterez dans les mémoires en tant qu'Alexandre le Raté !"
AG_GOOD			"Vous avez accrû le rayonnement de la civilisation macédonienne, mais vous n'avez pas songé à engendrer un héritier aux premières heures de votre gloire. Les livres d'histoire ne vous appelleront pas Alexandre le Grand, mais Alexandre le Bon."
AG_MIGHTY		"Malgré vos exploits, vous n'avez pas réussi à maintenir l'unité de vos conquêtes assez longtemps pour créer un empire durable. Vos successeurs détruiront votre oeuvre. Vous avez néanmoins laissé une empreinte profonde. Les historiens vous appelleront Alexandre le Puissant."
AG_GREAT		"Félicitations ! Vous êtes digne d'Alexandre le Grand. Mais le vrai Alexandre n'a pas réussi à engendrer un successeur. Votre empire semble plus apte à vous survivre que le sien. Pour vos innombrables exploits, les historiens vous surnommeront Alexandre le Grand."
AG_MAGNIFICENT	"Vous avez surpassé Alexandre le Grand ! Vous êtes parvenu à engendrer un héritier. Votre renommée devrait permettre à votre empire de vous survivre. Vos nombreux descendants suivront votre exemple. Les historiens vous appelleront Alexandre le Magnifique."
AG_DEMIGOD		"Vos exploits dépassent largement ceux du vrai Alexandre ! Vous avez conquis la quasi totalité du monde connu et avez engendré un héritier. Des milliers d'années plus tard, vous êtes encore considéré comme l'homme le plus important de l'histoire. "
AG_GOD			"Vous avez conquis la totalité du monde connu ! A l'avenir, votre empire s'étendra sur toute la planète, voire dans l'espace d'ici mille ans. Dans toute la galaxie, vous êtes considéré non comme le fondateur d'un empire, mais comme un dieu descendu sur Terre !"

# Various extra strings
AG_PERSEP_ROAD 		"Selon les éclaireurs, vous êtes maintenant sur la route allant de Suse à Persépolis, capitales d'hiver et d'été de l'empire perse."
AG_MACEDHAPPY 		"La nouvelle de votre victoire sur Darius a atteint la Macédoine. Votre popularité monte en flèche à Pella et dans les cités voisines au fur et à mesure que le peuple comprend l'ampleur de votre exploit."
AG_NEAR_CROSSROAD	"Vous êtes à un carrefour important. Vers le nord se trouve la Sogdiane, limite nord-ouest traditionnelle de l'empire perse. Au-delà des hautes montagnes du sud, vous trouverez plusieurs cités-oasis rejoignant la route de l'ouest. A l'est se trouve l'Inde, contrée de légende."
AG_CASPIAN_GATE		"Vous franchissez les Portes Caspiennes. Ce passage entre montagne et désert est la limite entre les terres plus civilisées de l'ouest et les étendues sauvages de l'est. A l'est, les terres fertiles sont éparses, jusqu'à ce que la route atteigne les Indes lointaines."
AG_ETHIOPIA			"En remontant le Nil vers le sud, on atteint le riche royaume de Méroé et les plateaux d'Ethiopie."
AG_MEROE			"Vous avez conquis Méroé ! C'est l'un des principaux centres de production d'or. Un butin de 5000 pièces d'or vous y attend."
AG_ARABIA_BY_SEA1	"Vos navires ont atteint les côtes de l'Arabie. Ce vaste désert grouille de féroces barbares. Cependant, la conquête des comptoirs commerciaux du sud de l'Arabie en vaut certainement la peine. Ce voyage le long des côtes devrait vous ramener en Egypte."
AG_ARABIA_BY_SEA2	"Vos navires sont à l'embouchure du Golfe d'Arabie. A l'est se trouve l'Arabie elle-même. Ce vaste désert grouille de féroces barbares. Mais la conquête des comptoirs commerciaux du sud de l'Arabie en vaut certainement la peine. Ce voyage le long des côtes devrait vous ramener en Perse."
AG_ROAD_TO_MARIB1	"Les caravanes d'épices remontent la piste jusqu'à la cité de Màrib, qui serait la ville la plus riche du monde."
AG_ROAD_TO_MARIB2	"Il y a une piste qui mène par-delà les montagnes à la merveilleuse cité de Màrib, centre du commerce des épices."
AG_EGYPT_DEFECT_A	"Les Egyptiens célèbrent dignement l'arrivée d'Alexandre le Grand ! Ceux-ci n'ont cessé de se rebeller contre les Perses, mais ont été reconquis à chaque fois. Désormais, ils mettent à bas le joug des Perses ! Les soldats s'enfuient, vous laissant un pays dévasté."
AG_EGYPT_DEFECT_B	"Le seul dirigeant que les Egyptiens acceptent est le pharaon. Si vous allez à Memphis pour y être nommé pharaon, vous aurez bien plus de facilité à contrôler l'Egypte."
AG_EGYPT_HAPPY		"Lors d'une cérémonie, vous endossez l'habit d'un pharaon des temps anciens et êtes proclamé Roi-dieu. Les Egyptiens croient qu'Amon-Rê est votre père et votre popularité croît. Hors d'Egypte, vous n'êtes toujours qu'un roi de Macédoine."
AG_BABYLON			"Babylone est l'une des quatre résidences royales des empereurs de Perse, parce que c'est une cité importante et prospère ; ses sujets ne nourrissent aucun amour pour les Perses."
AG_ECBATANA			"Ecbatane est l'une des quatre résidences royales des empereurs de Perse. Un important trésor pourvoit au train de vie fastueux de l'empereur." 
AG_SYRACUSE			"Tous ceux qui ont essayé de conquérir Syracuse ont échoué. Athènes puissante jusqu'alors a vu son armée détruite en essayant de conquérir Syracuse. De hauts murs entourent cette cité située à un emplacement stratégique, la rendant très difficile à prendre." 
AG_ATHENS			"Athènes est l'une des villes les plus fabuleuses du monde. Le merveilleux Lycée d'Aristote témoigne du don des Athéniens pour les sciences. Leur cité est puissamment défendue." 
AG_SPARTA			"Sparte fut l'une des rares cités grecques à vous rire au nez et à ne pas entrer dans la ligue achéenne. Vu sa position en surplomb et ses hautes murailles, Sparte n'a peur de personne, ni même d'Alexandre." 
AG_PERSEPOLIS		"Persépolis est l'une des quatre résidences royales traditionnelles des empereurs de Perse. C'est en outre le centre historique de la Perse, dont elle abrite donc les palais et trésors les plus fastueux." 
AG_SUSA				"Suse est l'une des quatre résidences royales des empereurs de Perse. Un important trésor pourvoit au train de vie fastueux de l'empereur. C'est aussi le point de départ de la célèbre Route Royale des Perses, représentée par la merveilleuse voie Appienne." 
AG_ROME				"Malgré une position stratégique médiocre, Rome s'est étendue de façon exceptionnelle. La sagesse de son gouvernement contribue à son expansion. Ses dirigeants ont également élevé de hautes murailles offrant des défenses impressionnantes." 
AG_PERSEPOLIS2		"La conquête du coeur de la Perse sonne le glas de l'empire. Les Perses apprécient que vous fassiez honneur au tombeau de Cyrus le Grand, son fondateur mais apprécient moins que vous confisquiez les 15 000 pièces d'or du trésor de la cité !"
AG_SUSA2			"Etant l'une des résidences des empereurs de Perse, Suse dispose d'un vaste trésor. Un butin de 4 000 pièces d'or vous y attend !"
AG_ECBATANA2		" Etant l'une des résidences des empereurs de Perse, Ecbatane dispose d'un vaste trésor. Un butin de 4 000 pièces d'or vous y attend ! Pourquoi les Perses n'ont-ils pas utilisé cette somme pour renforcer leur armée ? Mystère."
AG_BABYLON2			"La grande Babylone, ville du péché, est désormais à vous ! Vous raflez au passage un butin de 5 000 pièces d'or, qui servait à payer le train de vie fastueux de la famille royale perse. La position centrale de Babylone en fait l'endroit idéal pour diriger vos conquêtes."
AG_ATHENS2			"La puissante cité d'Athènes est maintenant sous votre contrôle ! Toutefois, le fait que vous ayez dû conquérir cette cité par la force et endommager maints monuments au lieu de maintenir la ligue achéenne fait baisser votre crédit auprès des pays voisins." 
AG_PERSIANS_DEAD	"Maintenant que vous avez conquis tout l'empire perse, les prétendants au trône impérial de Perse ont perdu tout espoir. Les Perses sont prêts à vous accepter comme empereur dès que vous reviendrez à Babylone pour la cérémonie de couronnement."
AG_HAPPY_EMPIRE		"Lors d'une cérémonie, vous décrétez l'union éternelle des mondes grec et perse et vous vous proclamez empereur de Perse ! Votre popularité grandit dans les cités sous le joug perse, mais les Grecs, réticents, méprisent votre amitié pour tous les peuples 'barbares'."
AG_SPARTA_DEFECT	"Votre réputation auprès des Grecs s'effondre. Sparte a décidé de s'allier aux Perses, espérant que d'autres suivront leur exemple ! Sparte fait maintenant partie de la Perse et se tient prête à attaquer la ligue achéenne."
AG_REALLY_HAPPY_EMPIRE	"Votre empire s'étend maintenant de Carthage à Rome, et jusqu'en Inde à l'est ! Le fait que les gens réalisent que vous êtes le plus grand conquérant de tous les temps fait monter en flèche votre popularité dans toutes vos villes !"
AG_PERSIAN_FLEE		"La simple présence d'Alexandre aux portes d'une cité suffit à faire fuir ses défenseurs, vous laissant une ville ouverte."

# Additional leader death strings
AG_PORUS_OLD		"On vous informe que le général indien Poros vient de mourir, nul ne sait de quoi. C'est dommage : un tel homme aurait pu faire un allié précieux ou un valeureux adversaire."
AG_PORUS_BATTLE		"Vous avez vaincu le grand général Poros ! Longtemps, il fut le plus puissant chef militaire indien en dehors de l'empire magadhan, mais il n'a pas résisté à votre génie militaire. Refusant de mourir, il a abattu nombre de vos hommes avant d'être terrassé par ses blessures."
AG_CHANDRA_OLD		"Le grand général Chandragupta a été emporté par une maladie tropicale ! Avec lui s'éteint le grand espoir d'une unification de l'Inde. Un court instant, il a galvanisé son peuple en conjuguant vision et action. Avec le temps, ce grand homme aurait pu devenir l'Alexandre indien."
AG_MEMNON_OLD		"Les Perses ont perdu Memnon, leur meilleur général. Il a été emporté par une maladie foudroyante. C'est une grande chance de le voir mourir ainsi plutôt que d'avoir à l'affronter sur-le-champ de bataille."
AG_MEMNON_BATTLE	"Les Perses ont perdu Memnon, leur meilleur général. Il a été terrassé au combat par le courroux des Grecs, désireux de tuer ce traître qui combattait les siens. Sa mort devrait grandement faciliter vos conquêtes."
AG_BESSUS_OLD		"Le général perse Bessos a été tué par ses propres hommes ! Bessos n'étant pas de sang royal comme Darius, certains ont pensé qu'ils pouvaient faire mieux que lui et ont entrepris de l'abattre. L'autorité perse s'en trouve nettement affaiblie."
AG_BESSUS_BATTLE	"Le général perse Bessos a été tué au combat ! Suite à sa mort, plus personne n'est susceptible de rallier les Perses pour qu'ils s'opposent à vous."

#	The string of hyphens below represents the amount of text that will fit in a message box. The second line is for alert boxes.
#		 			 --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# 					 ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

AG_TEMP			"J'y suis"
AG_TEMP2			"J'y suis aussi"



AG_GENERAL_DROWN        "{drownedGeneral.name} s'est perdu en mer ! Après ce drame, un cauchemar vous hante pendant des jours : vous vous noyez et l'océan vous engloutit. Vous espérez ne pas avoir à prendre la mer dans les jours qui viennent."


