#----------------------------------------------------------------------------
#
# Project      : Call To Power 2
# File type    : String text file
# Description  : Meassage strings for the Alexander the Great scenario in German
# Id           : $Id:$
#
#----------------------------------------------------------------------------
#
# Disclaimer
#
# THIS FILE IS NOT GENERATED OR SUPPORTED BY ACTIVISION.
#
# This material has been developed at apolyton.net by the Apolyton CtP2 
# Source Code Project. Contact the authors at ctp2source@apolyton.net.
#
#----------------------------------------------------------------------------
#
# Remarks
#
# - This file contain all the message strings for the Alexander the Great 
#   scenario. It contains nothing else.
# - The order of the strings has been synchronized in the English, German
#   and Italian version. This has not been done for the French, Spanish and 
#   Japanese version, since those files are missing from the CTP2 source 
#   code project.
# - If you add new strings make sure that you add them at the same location
#   in every language version you have.
# - For easy comparison between the languages keep make sure that the number
#   of lines in each language file version is the same and that also the
#   comments are at the same place.
# - Keep also the indentation the same.
# - You may add comments after the last time of strings that are specific to 
#   one language only.
#
#----------------------------------------------------------------------------
#
# Modifications from the original Activision code:
#
# - Synchronized the string sequenze between the English, German and Italian
#   of that file.
# - Removed Christain propaganda about Babylon.
# - German version only: Replaced formal addressing by Sie by King's and 
#   Queen's formal addressing of Ihr.
#
#----------------------------------------------------------------------------

#### Message strings for the Alexander the Great scenario ####

#### Button text

AG_BUTTON_OK		"OK"
AG_DARIUS_DEAD_A	"Ihre Truppen haben Dareios getötet! Da Ihr wisst, dass er dazu neigt, feige die Flucht zu ergreifen, befehlt Ihr Euren Einheiten ein gewagtes Ringmanöver, um zu verhindern, dass er vielleicht doch noch ein zweites Mal entkommen kann. Und Ihr seid erfolgreich, doch der nunmehr an der Flucht gehinderte und wie in einem Käfig gefangene Dareios wird in einen Nahkampf verwickelt und unabsichtlich durch einen Speerwurf getötet."
AG_DARIUS_DEAD_B	"Auch dieses Mal hat Dareios wieder sagenhafte Reichtümer in seinem Lager hinterlassen: Sage und schreibe 20.000 Gold! Außerdem habt Ihr seine gesamte Familie unversehrt gefangen nehmen können, einschließlich seiner Mutter, seiner Frau und vielen Kindern. Die Gefangennahme der königlichen Familie Persiens eröffnet Euch höchst interessante Möglichkeiten ..."
AG_DARIUS_DEAD_C	"Da es bei den Persern eine lange Tradition der respektvollen Behandlung von königlichen Geiseln gibt, könnt Ihr Euch von Eurer großzügigen Seite zeigen, was Ihr allerdings 250 Gold pro Runde kostet. Alternativ könnt Ihr die Herrschaften natürlich auch hinrichten. Das wäre zwar grausam, aber keineswegs unüblich. Wenn Ihr sie am Leben lasst, könnten vor allem die Kinder eines Tages rebellieren und Schwierigkeiten machen. Was werden Sie tun?"
AG_PERSIAN_KILL		"Es war eine schmerzliche Entscheidung, aber viele andere große Herrscher haben genau dasselbe getan: Ihr tötet die gesamte persische Königsfamilie und erklärt, dies sei der Racheakt für alle Kriegsverbrechen, die die Perser im Laufe der Jahre an den Griechen begangen hätten. Ihr erntet dafür in Griechenland überwiegend positive Reaktionen, denn für viele ist es eine Genugtuung, die Perser leiden zu sehen."
AG_PERSIAN_PAMPER	"Die Mitglieder der persischen Königsfamilie sind sehr dankbar für Eure Gnade und scheinen mit ihrer Rolle als verwöhnte Gefangene sehr zufrieden zu sein."
AG_STAT_A		"Als Ihr Dareiosses Familie gefangen nahmt, habt Ihr auch eine potenzielle Ehefrau für Euch gefunden: Dareiosses älteste Tochter Stateira kommt gerade in das richtige Alter und wird immer schöner. Der politische Vorteil einer Heirat liegt auf der Hand: Wenn Ihr in die persische Königsfamilie einheiratet, würdet Ihr sicherlich eher von den Persern akzeptiert werden."
AG_STAT_B		"Andererseits ist sie eine Kriegsgefangene und kann Euch nicht leiden. Außerdem würdet Euer Ansehen bei den Griechen leiden. Viele beschweren sich darüber, dass Eure Eroberungszüge in fremde Ländern Euch zunehmend zu einem Fremden denn zu einem Griechen machen würden - und die Heirat mit einer Perserin könnte die Befürchtungen dieser Skeptiker bestätigen."
AG_STAT_C		"Abgesehen davon würde die Hochzeitszeremonie 5.000 Gold kosten, denn bei der Eheschließung mit einem Mitglied der persischen Königsfamilie sind bestimmte Rituale und Feierlichkeiten einzuhalten. Wie werdet Ihr Euch entscheiden?"
AG_STAT_MARRY_A		"Ihr verschwendet keine Zeit, um die Hochzeitsvorbereitungen für Eure Eheschließung mit Stateira zu treffen. In einer pompösen Hochzeitszeremonie verschmelzen nicht nur die königlichen Linien der Makedonier und der Perser, sondern Ihr verheiratet gleich auch die meisten Eurer führenden Offiziere an persische Adelige und andere Mitglieder der Königsfamilie. Damit wurde die Vereinigung der persischen und griechischen Kulturen wahrhaft vollzogen."
AG_STAT_MARRY_B		"Unglücklicherweise haben die meisten der in der Heimat verbliebenen Griechen kein Verständnis für Eure Anfreundungsversuche mit den persischen 'Barbaren'. Euer Ansehen ist in Griechenland an einem Tiefpunkt angelangt, so dass Ihr mit diplomatischen Rückschlägen rechnen müsst."
AG_STAT_WAIT		"Es besteht kein Zweifel, dass Stateira ihre Meinung mit der Zeit und natürlich auch mit Eurer zunehmenden Berühmtheit ändern wird. Sie hat eigentlich auch keine andere Wahl, denn ihr Schicksal liegt in Eurer Hand. Zu guter Letzt wird sie Euch ihre neu entdeckte Liebe doch noch gestehen."
AG_STAT_MARRY2		"Gute Neuigkeiten! Stateira ist bereit, Euch zu heiraten. Bei der Eheschließung mit einem Mitglied der persischen Königsfamilie sind bestimmte Rituale und Feierlichkeiten einzuhalten, die 5.000 Gold kosten. Mit der Zeit hat sich auch in Griechenland der Widerstand gegen Eure Heirat ein wenig gelegt, doch es gibt noch immer kritische Stimmen ... Werdet ihr sie heiraten?"
AG_STAT_MARRY3		"Stateira weist Sie darauf hin, dass ihre biologische Uhr tickt. Ihr habt die 5.000 Gold, die Ihr für die Hochzeitszeremonie braucht. Werdet Ihr sie heiraten?"

# Bessos Uprising
AG_BESSUS		"Obwohl kein königliches Blut durch seine Adern fließt, hat sich der persische General Bessos selbst zum neuen Kaiser von Persien erklärt. Er hat bekannt gegeben, dass er den persischen Widerstand fortsetzen werde, und schwor Rache für Dareiosses Tod."
AG_BESSUS2		"Obwohl kein königliches Blut durch seine Adern fließt, hat sich der persische General Bessos selbst zum neuen Kaiser von Persien erklärt. Er hat bekannt gegeben, dass er den persischen Widerstand fortsetzen werde, und geschworen, den Tod von Dareios und seiner Familie zu rächen."

# Arabia Strings
AG_ARABIA_ROAD		"Wenn Ihr diesem Trampelpfad bis zum Ende folgt, erreicht Ihr Südarabien, ein Land, das durch den Handel mit Gewürzen reich geworden ist. Die Reise entlang dieser Route ist allerdings für jemanden, der nicht an die rauen Reisebedingungen der Wüste gewöhnt ist, recht gefährlich. Ihr solltet Euch vor allem vor den äußerst unabhängigkeitsliebenden und gewalttätigen Barbaren in Acht nehmen, die sich hier herumtreiben."
AG_MARIB		"Ihr habt die legendäre Stadt Marib gefunden! Die genaue Position dieses Umschlagplatzes für Gewürze war Außenstehenden nie bekannt. Dank ihres durch Handel erworbenen Reichtums konnte diese überraschend große Stadt am Rande eines unwirtlichen Wüstengebiets existieren. Südarabien ist weltweit der einzige Fundort von Weihrauch und Gewürzen, so dass die Stadt durch den Verkauf dieser Handelsgüter enorme Profite erzielen konnte."
AG_MARIB_CONQUER	"Ihr habt Marib erobert! Hier wurde dank der Jahrhunderte alten Tradition des Handels enormer Reichtum angehäuft: 10.000 Gold, die nun Euch gehören!"
AG_SHABWAH_CONQUER	"Ihr habt Shabwah erobert! Diese Stadt ist zwar weder so groß noch so reich wie das legendäre Marib, verfügt aber ebenfalls über beachtliche Handelseinnahmen, die nun Euch gehören: Ihr seid um 6.000 Gold reicher!"
AG_DHUFAR_CONQUER	"Ihr habt Dhufar erobert! Diese Stadt ist zwar weder so groß noch so reich wie das legendäre Marib, birgt aber beachtliche Schätze, die durch die hiesigen Handelsaktivitäten erwirtschaftet wurden: Ihr findet 3.000 Gold!"

# Carthaginian Strings
AG_CARTHAGE		"Eure Truppen nähern sich der Stadt Karthago, der einzigen wichtigen Stadt im karthagischen Reiche. Alle anderen sind lediglich eine Art Handelsableger dieser mächtigen Stadt. Karthago ist allerdings so gut wie jede andere Großstadt befestigt, so dass Ihr Euch auf einen langen Belagerungskampf einstellen solltet, bis Ihr hier den Sieg erringt."
AG_CARTHAGE_CONQUER	"Die große Stadt Karthago wurde erobert! Da Ihr jetzt die Kontrolle über diese strategisch günstig gelegene Metropole habt, wird Euch der Rest der westlichen Mittelmeerregion sicherlich aus der Hand fressen. Außerdem wurde hier ein Schatz im Wert von 3.000 Gold gefunden!"

# Seres Strings
AG_SERES		"Ihr seid in Seres angekommen, dem Land der Seide. Bis Eure Truppen hier eingetroffen sind, wussten die Griechen nicht einmal von der Existenz dieses wundervollen Landes. Hier gibt es ein paar in der Nähe gelegene Oasenstädte, aber das Herz von Seres (das später in den Geschichtsbüchern als China verzeichnet werden wird) liegt weit im Osten hinter vielen unwirtlichen Wüstengebieten und Berghöhen."
AG_SERES2		"Ihr verlasst die fruchtbaren Oasenstädte und sucht das Zentrum von Seres. Aber seht Euch mal um: Ihr werdet es nie schaffen! Die Wüste ist zu karg, um Eure Truppen ernähren zu können. Lediglich kleine Gruppen von wagemutigen Händlern können die Reise dorthin und wieder zurück lebendig überstehen ... manchmal."

# India Strings
AG_INDIA_ROUTE		"Ihr habt die südliche Verbindungsroute zwischen Indien und Persien gefunden. Es wäre möglich, dass man von hier aus zu den Meeren in der Nähe von Babylon segeln könnte oder sogar den ganzen Weg nach Ägypten, aber diese Wege sind längst in Vergessenheit geraten. Vielleicht wird eins Eurer größten Vermächtnisse sein, den Handelsverkehr zwischen Indien und dem Westen auf dem Seeweg wiederaufzunehmen."
AG_INDIA_ROUTE2		"Ihr seid zu Eurer Reise auf der zentralen Route zwischen Indien und Persien aufgebrochen. Dies ist eine sehr schwierige Route und ein sicherer Weg zwischen dem unwirtlichen Berg- und Wüstengelände ist schwer zu finden."
AG_INDIA_ROUTE3		"Ihr habt die nördliche Route zwischen Indien und Persien gefunden. Dieser Teil der Welt ist Gegenstand von Legenden und Mythen der Griechen. Die Perser beherrschten einst eine winzige Ecke dieses riesigen Landes, aber außer den ungenauen Gerüchten der Perser sind Eure Truppen die ersten, die dieses reiche Land der bekannten Welt hinzufügen."
AG_CROSSROADS		"Ihr habt einen wichtigen Kreuzweg erreicht: Die Straße nach Nordosten führt direkt nach Sogdien, den traditionellen nordöstlichen Teil des persischen Reiches. Die Straße nach Süden verläuft erst in südöstlicher, und dann in nordwestlicher Richtung, bis sie schließlich in andere Straßen mündet, die nach Indien und Sogdien führen. Die Straße im Westen führt den ganzen Weg zurück nach Griechenland."
AG_WILDERNESS		"Ihr betretet zunehmend verwildertes und unwirtliches Land. Dies ist die einzige Straße, die Persien mit seinen weit entlegenen östlichen Kolonien verbindet. Im Norden und Süden befinden sich große Wüstengebiete, in denen Euch viele äußerst aggressive Barbaren auflauern könnten."
AG_TAKSASILA_A		"Die Götter meinen es gut mit Euch: Die riesige Stadt Taksasila ist bereit, sich Eurem Reiche anzuschließen! Händler haben die Kunde Eurer großen militärischen Erfolge bis hierhin verbreitet und der Anführer von Taksasila will Euch nicht im Wege stehen. Diese Stadt könnte ein äußerst wertvoller Stützpunkt in Indien sein."
AG_TAKSASILA_B		"Unglücklicherweise sind die benachbarten Städte nicht so einsichtig. Gleich hinter Taksasila bereiten die Rivalen dieser Stadt bereits ihre Truppen darauf vor, Euch aus Indien zu vertreiben, bevor Ihr Fuß fassen könnt. Ein brillanter General namens Poros hofft besonders inständig, Euch den Weg versperren zu können."
AG_TAKSASILA2_A		"Die freundliche Bevölkerung von Taksasila versorgt Euch mit einer Menge Informationen über die Beschaffenheit des restlichen Teils von Indien. Der Fluss gleich westlich von Taksasila wird Indus genannt. Er fließt durch die Wüste in das Meer. Entlang dieses Flusslaufs und seiner Abzweigungen existieren viele unabhängige Stadtstaaten, von denen jeder unabhängig vom anderen handelt."
AG_TAKSASILA2_B		"Wenn Ihr die Stadt in südöstlicher Richtung verlasst, werdet Ihr schließlich einen weiteren großen Fluss mit vielen Armen erreichen. Dieser Fluss heißt Ganges. Auch hier haben sich zahlreiche große Städte an den fruchtbaren Flussebenen angesiedelt, diese unterstehen aber alle der Herrschaft des magadanischen Reiches."
AG_TAKSASILA2_C		"Indische Truppen sind allerorts für zwei Dinge bekannt: ihre Bogenschützen und ihre Elefanten. Nehmen Sie sich besonders vor den Elefanten in Acht. Es gibt auf der ganzen Welt keine militärische Streitkraft, die so stark ist wie eine Armee, die über viele gigantische Elefanten verfügt!"
AG_MAGADHAN		"Eure Truppen erfahren von einem weitläufiges Land im Osten, das von den Magadanern beherrscht wird. Große Flüsse fließen nach Osten in das so genannte Kreismeer. Wenn Ihr den Flussläufen folgt, erreicht Ihr die Hauptstadt Pataliputra, die über unermesslichen Reichtum verfügt. Ebenso legendär ist allerdings auch die magadanische Armee mit ihren zahllosen Kriegselefanten."
AG_MAGADHAN2		"Jetzt, da Ihr das Zentrum des magadanischen Reiches betretet, erfahrt Ihr, dass die Dinge hier nicht zum Besten stehen. Der Kaiser Dhana Nanda ist ein Emporkömmling, der sich den Thron unrechtmäßig angeeignet hat und von den meisten seiner Untertanen gehasst wird. Offensichtlich ist dieses Reich nur noch ein Schatten seiner Selbst und seines Ruhms vergangener Tage. Es verfügt allerdings noch immer über riesige Ressourcenvorräte."
AG_SOUTH_INDIA		"Späher berichten, dass Ihr nun Südindien betretet. Dies ist ein sehr raues Land mit wenigen Straßen. Überall gibt es unabhängige Stadtstaaten, die niemals von irgendeinem Reiche erobert worden sind."
AG_MAGADHAN_FLEE	"Während Ihr Euch persönlich nähert, um die vor Euch liegende Stadt zu erobern, erkennt die magadanische Garnison, dass sie Eurer Übermacht nicht gewachsen ist, und ergreift die Flucht."
AG_KAUSAMBI		"Nach der Eroberung von Kausambi sagen sich binnen kurzer Zeit auch andere benachbarte Städte von dem im Zerfall begriffenen magadanischen Reich los und schließen sich der Gewinnerseite an."
AG_UJJAYINI		"Nach der Eroberung des regionalen Zentrums von Ujjayini sagt sich binnen kurzer Zeit auch die Stadt Bharuch von dem im Zerfall begriffenen magadanischen Reiche los und schließt sich der Gewinnerseite an."
AG_PATALIPUTRA_A	"Ihr habt die magadanische Hauptstadt erobert! Kaiser Dhana Nanda flieht zu den Überresten seines einst mächtigen Reiches, aber das Rückgrat des magadanischen Reiches ist mit Sicherheit gebrochen. Dhana Nanda war besessen, seine eigenen Untertanen auszubeuten, und so findet Ihr einen großen Schatz: 8.000 Gold."
AG_PATALIPUTRA_B	"Nach der Eroberung von Pataliputra dauert es nicht mehr lange, bis das gesamte magadanische Reich sich Eurer Herrschaft unterwirft. Nahe gelegene Städte schließen sich Euch an, denn ihr Vertrauen in die Macht Magadans ist schon lange verloren."
AG_KASI			"Ihr habt eine der weihevollsten Städte der Welt erobert: Ein sehr heiliger Mann namens Buddha hielt hier seine erste Predigt. Hier gibt es zahllose Tempel, die ihm und der Religion der Brahman geweiht sind. Ihr befehlt den Philosophen aus Griechenland, hierher zu kommen und von den vielen weisen Männern in dieser Stadt zu lernen."
AG_CHANDRA_RUMOR	"In der Region von Pataliputra kommt es zu Unruhen. Angeblich ist ein charismatischer junger Anführer dabei, eine Revolution zu organisieren. Am besten achtet Ihr auf Anzeichen für einen möglichen Aufruhr."
AG_CHANDRA		"In Indien hat sich eine neue Streitkraft gebildet! Chandragupta, ein ausgekochter junger General, hat {action[0].text}! Sein Wunsch nach einer großen Eroberung rührt von dem her, was er von Euren Abenteuern gelernt hat. {action[1].text}"
AG_CHANDRA_PT1A		"eine Armee gebildet und plant, das magadanische Reich endgültig zu vernichten"
AG_CHANDRA_PT2A		"eine Rebellenarmee aufgestellt und geschworen, Indien von allen Makedoniern zu befreien"
AG_CHANDRA_PT2B		"Eure in Pataliputra stationierte Garnison fällt einem Überraschungsangriff zum Opfer und wird massakriert."
AG_CHANDRA_OLD		"Der große General Chandragupta ist an einer tropischen Krankheit verstorben! Mit ihm gehen auch die Hoffnungen auf eine Vereinigung Indiens durch einen Inder dahin. Für kurze Zeit hatte er seine Leute mit seiner Vision und seinem Tatendrang angesteckt. Dieser brillante Mann hätte der indische Alexander werden können, wenn er überlebt hätte."
AG_CHANDRA_DEAD		"General Chandragupta ist im Kampf gefallen! Mit ihm gehen auch die Hoffnungen auf eine Vereinigung Indiens durch einen Inder dahin. Für kurze Zeit hatte er seine Leute mit seiner Vision und seinem Tatendrang angesteckt. Dieser brillante Mann hätte der indische Alexander werden können, wenn er überlebt hätte."

# Sindu
AG_SINDU		"Euer letzter Sieg hat einige magadanische Adelsleute dazu veranlasst, eine geheime Vereinbarung zu treffen: Sie wollen Euch Sindu, die schöne Tochter des früheren Kaisers anbieten, der von Dhana Nana verdrängt worden war. Wenn Ihr sie heiratet, stellt Ihr damit die wahre königliche Linie wieder her, woraufhin viele Menschen in diesem Lande Euren Herrschaftsanspruch zu akzeptieren bereit wären. Sie fordern 6.000 Gold, um den Handel abzuschließen."
AG_SINDU_MARRY		"Ihr heiratet Sindu und zieht damit die magadanische Bevölkerung sofort auf Eure Seite. Der Luxus bei dieser Hochzeitsfeier ist unvorstellbar. Der Handel war sehr kostspielig, aber Sindus Verwandte versprechen, dass Euch die Loyalität der Menschen gewiss ist, indem sie pro-makedonische Propaganda in den magadanischen Städten verbreiten, die Sie erobern."
AG_SINDU_NOMONEY	"Sindus Verwandte sagen, Ihr klopft große Sprüche, habt aber nicht das Gold, um ihnen auch Taten folgen zu lassen. Man kann Euch nicht trauen. Der Hochzeitshandel hat sich damit erledigt!"
AG_SINDU_NOMARRY	"Ihr braucht ihre Hilfe nicht, und schon gar nicht zu diesem Preis. Die Magadaner werden Euch als ihren neuen Herrscher akzeptieren müssen, egal, mit wem Ihr verheiratet seid."

# Sogdia Strings
AG_SOGDIA_ENTER		"Ihr betretet nun Sogdien, einen fruchtbaren Landstrich umrahmt von trostloser Wüste auf der einen und einem großen Bergzug auf der anderen Seite. Die Menschen in diesem Lande sind sehr hart, kriegerisch und aufsässig. Persien hatte Schwierigkeiten, sie unter Kontrolle zu halten. In diesem unwirtlichen Land stellen die Barbaren eine ständige Bedrohung dar."
AG_SOGDIA_REBEL		"Die Sogdianer rebellieren! Da sie zu Recht fürchten, von den Makedoniern zur Übernahme ihrer Lebensart gezwungen zu werden, kommen die Anführer der Sogdianer zu dem Schluss, dass ihre einzige Chance darin besteht, zuzuschlagen, bevor Eure Truppen die Kontrolle über die gesamte Region erlangt haben. Sie überraschen die Garnisonen in den Städten unter Eurer Herrschaft und metzeln sie nieder."
AG_SOGDIA_REPORT	"Die Sogdianer scheinen eine endlose Rebellenkapazität zu haben. Die einzige Möglichkeit, sie mit Sicherheit zu stoppen, ist, die Rebellenanführer niederzuschlagen. Späher haben herausgefunden, dass die Kontrolle über die Rebellion gerade an die nordöstliche Stadt Kyreskhata übergeben wurde."

# Roxane
AG_SOGDIA_DEFEAT_A	"Die Widerstandsbasis der Sogdianer wurde eingenommen! Die letzten überlebenden Rebellenanführer und ihre Familien hielten sich dort versteckt und wurden lebend gefangen genommen. Diese Familien sind buchstäblich alles, was von den sogdianischen Aristokraten übrig geblieben ist."
AG_SOGDIA_DEFEAT_B	"Die Eroberung von Kyreskhata war ein vernichtender Schlag für die Rebellion der Sogdianer, aber es besteht noch immer eine geringe Möglichkeit, dass sich diese Leute erneut erheben. Die sicherste Methode wäre, die übrigen sogdianischen Aristokraten hinzurichten, damit niemand eine nächste Rebellion anführen kann."
AG_SOGDIA_DEFEAT_C	"Alternativ könnt Ihr das Problem auch lösen, indem Ihr in den sogdianischen Adelsstand einheiratet. Eine der Rebellentöchter heißt Roxane und sie ist die schönste Frau, die Ihr je gesehen habt. Sie wäre die Richtige zum Heiraten, aber würden sich die ruhelosen Sogdianer damit zufrieden geben? Was werdet Ihr tun?"
AG_SOGDIA_KILL		"Nach dem beeindruckenden Schlag gegen ihr Rebellenlager und der vollständigen Vernichtung ihrer Anführer sind die Sogdianer endgültig erledigt. Sie werden sich nie wieder zu einer Rebellion erheben. Aber Ihr müsst noch immer damit rechnen, dass Euch vereinzelte Barbaren Schwierigkeiten machen."
AG_ROXANE_MARRY		"Einige Tage später heiratet Ihr Roxane. Die Zeit wird zeigen, ob diese Hochzeit der Rebellion ein Ende bereiten wird. Aber Ihr habt keinen Zweifel, dass die Ehe gut gehen wird. Alle, die sie gesehen haben, sagen, dass sie die schönste Frau der Welt ist, und was als Vernunftehe begonnen hat, wird schnell zu einer aufrichtigen Romanze."
AG_SOGDIA_BRIBE		"Späher berichten, dass trotz Eurer Gnade und Eurer Heirat mit Roxane die meisten sogdianischen Rebellenführer, denen Ihr die Freiheit geschenkt habt, schon wieder eine Rebellion planen. Vielleicht können diese Unruhestifter ein für alle Mal durch ein paar klug verteilte "Schenkungen" ruhig gestellt werden. 1.000 Gold sollten ausreichen, sofern Ihr sie habt. Wollt Ihr die Rebellenanführer bestechen?"
AG_SOGDIA_BRIBE_YES	"Geld regiert die Welt. Die aristokratischen Sogdianer sind bereit, zu vergeben und zu vergessen - die Leute hatten ohnehin genug vom Krieg."
AG_SOGDIA_BRIBE_NO	"Es ist kein Ende der unsäglichen Rebellionsbestrebungen der Sogdianer in Sicht. Um den Frieden aufrechtzuerhalten, bleibt Euch nur noch die Stationierung von Generälen in den sogdianischen Städten oder die Vernichtung dieser Städte."
AG_SOGDIA_BRIBE_NSF	"Schade, Sie besitzen keine 1.000 Gold! Es ist kein Ende dieser unsäglichen Rebellionsbestrebungen der Sogdianer in Sicht. Um den Frieden dauerhaft aufrechtzuerhalten, bleibt Euch nur noch die Stationierung von Generälen in den sogdianischen Städten oder die Vernichtung dieser Städte."

# Wife and procreation related strings
AG_WIFE1		"Barsine"
AG_WIFE2		"Roxane"
AG_WIFE3		"Sindu"
AG_WIFE4		"Stateira"
AG_PREGNANT		"Ihr erhaltet die Nachricht, dass Eure Frau {action[0].text} ein Kind erwartet. Ihr hofft, es wird ein Junge, der Eure Thronfolge antreten kann."
AG_PREGNANT2		"Ihr erhaltet die Nachricht, dass Eure Frau {action[0].text} ein Kind erwartet. Ihr hoffen, dass es wieder ein Junge wird, denn Ihr braucht dringend einen Erben."
AG_ITS_A_GIRL		"Eure Frau {action[0].text} ist niedergekommen und hat einer Tochter das Leben geschenkt. Während sie Euch in den nächsten Jahren sicher viel Freude bereiten wird, so kann sie doch den makedonischen Adel nicht zufrieden stellen, der ausschließlich einen männlichen Nachfahren als Thronerben akzeptieren wird. Sie verbergen Eure Enttäuschung und beschließen, es so lange weiterzuversuchen, bis Euch ein Sohn geboren wird."
AG_ITS_A_GIRL2		"Euere Frau {action[0].text} ist niedergekommen und hat einer Tochter das Leben geschenkt. Während sie Euch in den nächsten Jahren sicher viel Freude bereiten wird, so hat sie politisch betrachtet keinen Wert, denn niemals könnte eine Frau den Thron von Makedonien besteigen."
AG_ITS_A_BOY		"Eure Frau {action[0].text} hat einem Sohn das Leben geschenkt! Da Ihr der dritte makedonische König mit dem Namen Alexander sind, nennt Ihr ihn Alexander IV. Während sich die Nachricht wie ein Lauffeuer in Eurem Reiche verbreitet, herrscht Feierstimmung und Freude. Ihr betet zu den Göttern, dass er lange genug leben wird, um Eurem Familiennamen Ehre zu erweisen."
AG_ITS_A_BOY2		"Eure Frau {action[0].text} hat einem Sohn das Leben geschenkt! Ihr beschließt, ihn nach Eurem engsten Freund und Vertrauten Hephaistion II. zu nennen. Während sich die Nachricht wie ein Lauffeuer in Eurem Reiche verbreitet, herrscht Feierstimmung und Freude. Ihr betet zu den Göttern, dass er lange genug leben wird, um Eurem Familiennamen Ehre zu erweisen."
AG_ITS_A_BOY3		"Eure Frau {action[0].text} hat einem Sohn das Leben geschenkt! Ihr beschließt, ihn im Gedenken an Euren berühmten und verdienten Vater Philip II. zu nennen. Während sich die Nachricht wie ein Lauffeuer in Eurem Reiche verbreitet, herrscht Feierstimmung und Freude. Ihr betet zu den Göttern, dass er lange genug leben wird, um Eurem Familiennamen Ehre zu erweisen."
AG_STILLBORN		"Schlechte Neuigkeiten! Eure Frau {action[0].text} bringt einen toten Sohn zur Welt! Glücklicherweise überlebt sie selbst. Ihr beschließt, Eure Bemühungen, einen Thronfolger zu zeugen, zukünftig zu verdoppeln."
AG_SON_BIRTHDAY		"Euer Sohn Alexander IV. wird heute {sonAge[0]} Jahre alt. Er wird mit jedem Tag größer und kräftiger."
AG_SON2_BIRTHDAY	"Euer Sohn Hephaistion II. wird heute {sonAge[1]} Jahre alt. Nach dem Tod Eures Erstgeborenen Alexander IV. setzt Ihr alle Eure Hoffnungen für die Zukunft auf Hephaistion II."
AG_SON3_BIRTHDAY	"Euer Sohn Philip II. wird heute {sonAge[2]} Jahre alt. Nach dem Tode von Alexander IV. und Hephaistion II. betet Ihr, dass das grausame Schicksal nicht noch ein drittes Mal zuschlägt."
AG_SON1_DISEASE		"Ein Bote überbringt tragische Neuigkeiten: Euer Sohn Alexander IV. ist unerwartet an plötzlichem hohem Fieber verstorben. Ihr seid untröstlich und weint wie ein Kind. Eure Hoffnungen auf einen Thronfolger richten sich nun auf Eure jüngeren Kinder."
AG_SON2_DISEASE		"Ein Bote überbringt tragische Neuigkeiten: Euer zweiter Sohn Hephaistion II. ist unerwartet an einer plötzlichen Krankheit verstorben. Während dies ein schmerzlicher Schlag ist, werdet Ihr durch die Tatsache versöhnt, dass sein älterer Bruder und Thronerbe, Alexander IV., noch am Leben ist."
AG_SON1_2_DISEASE	"Ein Bote überbringt tragische Neuigkeiten: Euer zweiter Sohn Hephaistion II. ist unerwartet an einer plötzlichen Krankheit verstorben. Dies ist ein schmerzlicher Schlag für Euch, vor allem, nachdem Alexander IV. zuvor bereits auf ähnliche Weise ums Leben gekommen ist. Warum strafen Euch die Götter und verweigern Euch einen Erben?"
AG_SON_TWELVE_A		"Heute wird Euer Sohn Alexander IV. zwölf Jahre alt! Viele Kinder sterben in jungen Jahren an Kinderkrankheiten, aber Euer Sohn ist nun alt und kräftig genug, um ein richtiger Mann zu werden. Einflussreiche Makedonier, die sich insgeheim Chancen auf Eure Nachfolge ausrechneten, werfen ihre Träume über Bord und schwören Euch und Eurem Sohne ewige Treue."
AG_SON_TWELVE_B		"Die Feier anlässlich des zwölften Geburtstages Eures Sohnes übertrifft alle anderen Feierlichkeiten, die je bei den Griechen stattgefunden haben. Mit stolz geschwellter Brust verfolgen Sie seine Rede an die Soldaten, in denen er ihnen für ihre Geschenke sowie für ihre Ergebenheit und ihren Mut dankt. Er ist wahrhaftig ein Sohn, der würdig ist, Kaiser zu sein!{action[0].text}"
AG_SON2_TWELVE_A	"Heute wird Euer Sohn Hephaistion II. zwölf Jahre alt! Es herrschte große Sorge, dass er wie sein Bruder jung sterben könnte, aber jetzt ist er alt und kräftig genug, um ein richtiger Mann zu werden. Einflussreiche Makedonier, die sich insgeheim Chancen auf Eure Nachfolge ausrechneten, werfen ihre Träume über Bord und schwören Euch und Eurem Sohne ewige Treue."
AG_SON3_TWELVE_A	"Heute wird Euer Sohn Philip II. zwölf Jahre alt! Es herrschte große Sorge, dass er wie seine Brüder vor ihm ebenfalls sterben könnte, aber jetzt ist er alt und kräftig genug, um ein richtiger Mann zu werden. Einflussreiche Makedonier, die sich insgeheim Chancen auf Eure Nachfolge ausrechneten, werfen ihre Träume über Bord und schwören Ihnen und Ihrem Sohn ewige Treue."
AG_SON_WORTHY		"Ein Sohn, der des Namens Alexander würdig ist!"
AG_BLANK		" "

# Conquest Strings
AG_LEAD_DEFEAT		"Barbaren auf der ganzen Welt trommeln auf ihren Schilden, um ihre Trauer über den Tod eines der größten Barbarenanführer zu bekunden. Die Anzahl der Barbarenanführer hat sich damit auf {barbNum} reduziert."
