## MORE DIPLOMACY STUFF ##
DIP_DEMAND_ADVANCE_NONE "Nejsou zde pozadovány zádné Tech. pokroky."
MADLIB_RESTAIL_REJECT_WF ", ackoliv nemáme v umyslu vas nasimi ciny urazet."
MADLIB_RESTAIL_REJECT_WF ", ackoliv doufáme ze se na nás nebudes po výsledku dívat s nesouhlasem."
MADLIB_RESTAIL_REJECT_WF ",ackoliv my budeme nevrlí  pomoct ti v budoucnosti."
MADLIB_RESTAIL_REJECT_WF " protoze zde jsou nekteré konfliktní zálezitosti, které nemuzeme v tuto dobu prozradit."
MADLIB_RESTAIL_REJECT_WF ",ackoliv  posleme ti nase nejlepsí prání pro vasí budoucnost."
MADLIB_RESTAIL_REJECT_N  " jako zájem nést vás v jiném nez v  nynejsím rízení."
MADLIB_RESTAIL_REJECT_N  ", jelikoz my nemáme pravidlo mimo  budoucnosti jak resit tuto otázku."
MADLIB_RESTAIL_REJECT_N  "na vasí nabídku jsou neodstatecné, jsem nucen nás."
#MADLIB_RESTAIL_REJECT_N  " od té doby máme jiné ryby na poter."
MADLIB_RESTAIL_REJECT_N  " ponevadz nemáme proto v tuto dobu potrebu."
MADLIB_RESTAIL_REJECT_N  " jakoze jsme spokojeni s nasimi stávajícími dohodami."
MADLIB_RESTAIL_REJECT_WH " because of the insolence you have shown us in the past."
MADLIB_RESTAIL_REJECT_WH ", and warn you that future diplomatic requests of this nature will bring you grief."
MADLIB_RESTAIL_REJECT_WH ", for you cannot dictate terms upon our empire."
MADLIB_RESTAIL_REJECT_WH " as we have no fear of your bullying."
MADLIB_RESTAIL_REJECT_WH " since we are above your petty threats."
MADLIB_RESTAIL_REJECT_WH " since the time for peaceful relations has long since passed."
MADLIB_RESTAIL_REJECT_SH " and offer as an alternative your slow, painful destruction."
MADLIB_RESTAIL_REJECT_SH ", as we are busy plotting your destruction."
MADLIB_RESTAIL_REJECT_SH " and looks forward to spilling your insolent blood."
MADLIB_RESTAIL_REJECT_SH ", and warn you against future meddlesome actions."
MADLIB_RESTAIL_REJECT_SH " since we have no desire to seek peace with your kind at this time."
MADLIB_RESTAIL_REJECT_SH " since you are at best a fly on the butt of an ass."

MADLIB_EMOTE_DEMAND_A "cestný"
MADLIB_EMOTE_DEMAND_A "slusný"
MADLIB_EMOTE_DEMAND_A "rozumný"
MADLIB_EMOTE_DEMAND_A "spravedlivý"
MADLIB_EMOTE_DEMAND_A "rádný"
MADLIB_EMOTE_DEMAND_A "rational"
MADLIB_EMOTE_DEMAND_A "mírný"
MADLIB_EMOTE_DEMAND_A "poctivý"
MADLIB_EMOTE_DEMAND_A "citlivý"
MADLIB_EMOTE_DEMAND_A "sportovní"

MADLIB_EMOTE_DEMAND_R "abhorrent"
MADLIB_EMOTE_DEMAND_R "abominable"
MADLIB_EMOTE_DEMAND_R "baseless"
MADLIB_EMOTE_DEMAND_R "contemptible"
MADLIB_EMOTE_DEMAND_R "deceitful"
MADLIB_EMOTE_DEMAND_R "designing"
MADLIB_EMOTE_DEMAND_R "despicable"
MADLIB_EMOTE_DEMAND_R "detestable"
MADLIB_EMOTE_DEMAND_R "reprehensible"
MADLIB_EMOTE_DEMAND_R "dishonest"
MADLIB_EMOTE_DEMAND_R "disingenuous"
MADLIB_EMOTE_DEMAND_R "dubious"
MADLIB_EMOTE_DEMAND_R "improper"
MADLIB_EMOTE_DEMAND_R "inappropriate"
MADLIB_EMOTE_DEMAND_R "insincere"
MADLIB_EMOTE_DEMAND_R "intolerable"
MADLIB_EMOTE_DEMAND_R "irrational"
MADLIB_EMOTE_DEMAND_R "nefarious"
MADLIB_EMOTE_DEMAND_R "offensive"
MADLIB_EMOTE_DEMAND_R "outrageous"
MADLIB_EMOTE_DEMAND_R "preposterous"
MADLIB_EMOTE_DEMAND_R "unreasonable"
MADLIB_EMOTE_DEMAND_R "unsuitable"
MADLIB_EMOTE_DEMAND_R "vile"
MADLIB_EMOTE_DEMAND_R "hostile"
MADLIB_EMOTE_DEMAND_R "insufferable"

MADLIB_EMOTE_EXCHANGE_A "adequate"
MADLIB_EMOTE_EXCHANGE_A "bearable"
MADLIB_EMOTE_EXCHANGE_A "commendable"
MADLIB_EMOTE_EXCHANGE_A "decent"
MADLIB_EMOTE_EXCHANGE_A "deserving"
MADLIB_EMOTE_EXCHANGE_A "discerning"
MADLIB_EMOTE_EXCHANGE_A "equitable"
MADLIB_EMOTE_EXCHANGE_A "evenhanded"
MADLIB_EMOTE_EXCHANGE_A "excellent"
MADLIB_EMOTE_EXCHANGE_A "fair"
MADLIB_EMOTE_EXCHANGE_A "fitting"
MADLIB_EMOTE_EXCHANGE_A "impartial"
MADLIB_EMOTE_EXCHANGE_A "intelligent"
MADLIB_EMOTE_EXCHANGE_A "judicious"
MADLIB_EMOTE_EXCHANGE_A "just"
MADLIB_EMOTE_EXCHANGE_A "meritorious"
MADLIB_EMOTE_EXCHANGE_A "principled"
MADLIB_EMOTE_EXCHANGE_A "promising"
MADLIB_EMOTE_EXCHANGE_A "prudent"
MADLIB_EMOTE_EXCHANGE_A "rational"
MADLIB_EMOTE_EXCHANGE_A "reasonable"
MADLIB_EMOTE_EXCHANGE_A "righteous"
MADLIB_EMOTE_EXCHANGE_A "satisfactory"
MADLIB_EMOTE_EXCHANGE_A "sensible"
MADLIB_EMOTE_EXCHANGE_A "suitable"
MADLIB_EMOTE_EXCHANGE_A "superb"
MADLIB_EMOTE_EXCHANGE_A "trusted"
MADLIB_EMOTE_EXCHANGE_A "wise"
MADLIB_EMOTE_EXCHANGE_A "worthwhile"
MADLIB_EMOTE_EXCHANGE_A "worthy"

MADLIB_EMOTE_EXCHANGE_R "abhorrent"
MADLIB_EMOTE_EXCHANGE_R "abominable"
MADLIB_EMOTE_EXCHANGE_R "baseless"
MADLIB_EMOTE_EXCHANGE_R "contemptible"
MADLIB_EMOTE_EXCHANGE_R "corrupt"
MADLIB_EMOTE_EXCHANGE_R "deceitful"
MADLIB_EMOTE_EXCHANGE_R "despicable"
MADLIB_EMOTE_EXCHANGE_R "detestable"
MADLIB_EMOTE_EXCHANGE_R "dishonest"
MADLIB_EMOTE_EXCHANGE_R "dubious"
MADLIB_EMOTE_EXCHANGE_R "illogical"
MADLIB_EMOTE_EXCHANGE_R "ill-timed"
MADLIB_EMOTE_EXCHANGE_R "inappropriate"
MADLIB_EMOTE_EXCHANGE_R "incompatible"
MADLIB_EMOTE_EXCHANGE_R "incongruous"
MADLIB_EMOTE_EXCHANGE_R "inferior"
MADLIB_EMOTE_EXCHANGE_R "inharmonious"
MADLIB_EMOTE_EXCHANGE_R "insincere"
MADLIB_EMOTE_EXCHANGE_R "intolerable"
MADLIB_EMOTE_EXCHANGE_R "irrational"
MADLIB_EMOTE_EXCHANGE_R "irreconcilable"
MADLIB_EMOTE_EXCHANGE_R "lacking"
MADLIB_EMOTE_EXCHANGE_R "nefarious"
MADLIB_EMOTE_EXCHANGE_R "offensive"
MADLIB_EMOTE_EXCHANGE_R "outrageous"
MADLIB_EMOTE_EXCHANGE_R "paltry"
MADLIB_EMOTE_EXCHANGE_R "poor"
MADLIB_EMOTE_EXCHANGE_R "preposterous"
MADLIB_EMOTE_EXCHANGE_R "unbefitting"
MADLIB_EMOTE_EXCHANGE_R "unfit"
MADLIB_EMOTE_EXCHANGE_R "unreasonable"
MADLIB_EMOTE_EXCHANGE_R "unsuitable"

MADLIB_EMOTE_OFFER_A "admirable"
MADLIB_EMOTE_OFFER_A "commendable"
MADLIB_EMOTE_OFFER_A "decent"
MADLIB_EMOTE_OFFER_A "deserving"
MADLIB_EMOTE_OFFER_A "equitable"
MADLIB_EMOTE_OFFER_A "evenhanded"
MADLIB_EMOTE_OFFER_A "excellent"
MADLIB_EMOTE_OFFER_A "fair"
MADLIB_EMOTE_OFFER_A "fitting"
MADLIB_EMOTE_OFFER_A "intelligent"
MADLIB_EMOTE_OFFER_A "judicious"
MADLIB_EMOTE_OFFER_A "just"
MADLIB_EMOTE_OFFER_A "meritorious"
MADLIB_EMOTE_OFFER_A "principled"
MADLIB_EMOTE_OFFER_A "promising"
MADLIB_EMOTE_OFFER_A "prudent"
MADLIB_EMOTE_OFFER_A "rational"
MADLIB_EMOTE_OFFER_A "reasonable"
MADLIB_EMOTE_OFFER_A "righteous"
MADLIB_EMOTE_OFFER_A "satisfactory"
MADLIB_EMOTE_OFFER_A "scholarly"
MADLIB_EMOTE_OFFER_A "sensible"
MADLIB_EMOTE_OFFER_A "sportsmanlike"
MADLIB_EMOTE_OFFER_A "suitable"
MADLIB_EMOTE_OFFER_A "superb"
MADLIB_EMOTE_OFFER_A "trusted"
MADLIB_EMOTE_OFFER_A "wise"
MADLIB_EMOTE_OFFER_A "worthwhile"
MADLIB_EMOTE_OFFER_A "worthy"

MADLIB_EMOTE_OFFER_R "abhorrent"
MADLIB_EMOTE_OFFER_R "abominable"
MADLIB_EMOTE_OFFER_R "baseless"
MADLIB_EMOTE_OFFER_R "contemptible"
MADLIB_EMOTE_OFFER_R "corrupt"
MADLIB_EMOTE_OFFER_R "deceitful"
MADLIB_EMOTE_OFFER_R "designing"
MADLIB_EMOTE_OFFER_R "despicable"
MADLIB_EMOTE_OFFER_R "detestable"
MADLIB_EMOTE_OFFER_R "disgusting"
MADLIB_EMOTE_OFFER_R "dishonest"
MADLIB_EMOTE_OFFER_R "disingenuous"
MADLIB_EMOTE_OFFER_R "dubious"
MADLIB_EMOTE_OFFER_R "ill-timed"
MADLIB_EMOTE_OFFER_R "inappropriate"
MADLIB_EMOTE_OFFER_R "incompatible"
MADLIB_EMOTE_OFFER_R "incongruous"
MADLIB_EMOTE_OFFER_R "inferior"
MADLIB_EMOTE_OFFER_R "inharmonious"
MADLIB_EMOTE_OFFER_R "insincere"
MADLIB_EMOTE_OFFER_R "insufficient"
MADLIB_EMOTE_OFFER_R "intolerable"
MADLIB_EMOTE_OFFER_R "irrational"
MADLIB_EMOTE_OFFER_R "irreconcilable"
MADLIB_EMOTE_OFFER_R "lesser"
MADLIB_EMOTE_OFFER_R "mediocre"
MADLIB_EMOTE_OFFER_R "offensive"
MADLIB_EMOTE_OFFER_R "outrageous"
MADLIB_EMOTE_OFFER_R "paltry"
MADLIB_EMOTE_OFFER_R "poor"
MADLIB_EMOTE_OFFER_R "preposterous"
MADLIB_EMOTE_OFFER_R "scanty"
MADLIB_EMOTE_OFFER_R "unfit"
MADLIB_EMOTE_OFFER_R "unsuitable"

MADLIB_EMOTE_TREATY_A "adequate"
MADLIB_EMOTE_TREATY_A "admirable"
MADLIB_EMOTE_TREATY_A "appropriate"
MADLIB_EMOTE_TREATY_A "becoming"
MADLIB_EMOTE_TREATY_A "commendable"
MADLIB_EMOTE_TREATY_A "deserving"
MADLIB_EMOTE_TREATY_A "ethical"
MADLIB_EMOTE_TREATY_A "excellent"
MADLIB_EMOTE_TREATY_A "fitting"
MADLIB_EMOTE_TREATY_A "impartial"
MADLIB_EMOTE_TREATY_A "intelligent"
MADLIB_EMOTE_TREATY_A "judicious"
MADLIB_EMOTE_TREATY_A "just"
MADLIB_EMOTE_TREATY_A "meritorious"
MADLIB_EMOTE_TREATY_A "principled"
MADLIB_EMOTE_TREATY_A "promising"
MADLIB_EMOTE_TREATY_A "prudent"
MADLIB_EMOTE_TREATY_A "rational"
MADLIB_EMOTE_TREATY_A "reasonable"
MADLIB_EMOTE_TREATY_A "righteous"
MADLIB_EMOTE_TREATY_A "scholarly"
MADLIB_EMOTE_TREATY_A "sensible"
MADLIB_EMOTE_TREATY_A "superb"
MADLIB_EMOTE_TREATY_A "trusted"
MADLIB_EMOTE_TREATY_A "wise"
MADLIB_EMOTE_TREATY_A "worthwhile"
MADLIB_EMOTE_TREATY_A "worthy"

MADLIB_EMOTE_TREATY_R "abhorrent"
MADLIB_EMOTE_TREATY_R "abominable"
MADLIB_EMOTE_TREATY_R "baseless"
MADLIB_EMOTE_TREATY_R "contemptible"
MADLIB_EMOTE_TREATY_R "corrupt"
MADLIB_EMOTE_TREATY_R "deceitful"
MADLIB_EMOTE_TREATY_R "designing"
MADLIB_EMOTE_TREATY_R "despicable"
MADLIB_EMOTE_TREATY_R "detestable"
MADLIB_EMOTE_TREATY_R "disgusting"
MADLIB_EMOTE_TREATY_R "dishonest"
MADLIB_EMOTE_TREATY_R "disingenuous"
MADLIB_EMOTE_TREATY_R "dubious"
MADLIB_EMOTE_TREATY_R "improper"
MADLIB_EMOTE_TREATY_R "insincere"
MADLIB_EMOTE_TREATY_R "intolerable"
MADLIB_EMOTE_TREATY_R "irrational"
MADLIB_EMOTE_TREATY_R "irreconcilable"
MADLIB_EMOTE_TREATY_R "nefarious"
MADLIB_EMOTE_TREATY_R "offensive"
MADLIB_EMOTE_TREATY_R "outrageous"
MADLIB_EMOTE_TREATY_R "preposterous"
MADLIB_EMOTE_TREATY_R "specious"
MADLIB_EMOTE_TREATY_R "unbefitting"
MADLIB_EMOTE_TREATY_R "unfit"
MADLIB_EMOTE_TREATY_R "unreasonable"
MADLIB_EMOTE_TREATY_R "unsuitable"



