T_BUTTON_OK "OK"
T_USE_MAYORS "Mozesz powierzyc Burmistrzowi zarzadzanie miasta.  Na ekranie Zarzadcy Miasta, kliknij na maly kwadracik obok napisu Burmistrz.  Z menu wybierz dziedzine na jakiej ma sie skupic a zadba on o produkcje jednostek i ulepszen dla danego priorytetu."
T_NEW_GOVT "Dowiedziales sie czym jest {advance[0].name}. To odkrycie daje ci dostep do nowego typu ustroju.  Jesli chcesz, mozesz wprowadzic nowy ustroj otwierajac ekran <c:0,50,255>zarzadcy imperiumr<e> i klikajac na zakladce <c:0,50,255>ustroj<e>."
T_BUILD_WONDERS "Zbuduj wiecej cudow swiata"
T_BUILD_BUILDINGS "Zbuduj wiecej ulepszen mista"
T_BUILD_UNITS "Stworz wiecej jednostek"
T_TITLE_GOOD_SPOT "Zbuduj tutaj miasto"
T_TITLE_BAD_SPOT "Kontynuuj poszukiwania..."
T_CM_QUEUE_TAB "Na ekranie zarzadcy miata mozesz zobaczyc co jest w danym miescie aktualnie budowane i jakie obiekty czekaja w kolece budowy.  Jesli kolejka budowy jest pusta, kliknij na przycisku <c:0,0,200>Budowa<e> aby zobaczy liste dostepnych obiektow do budowy."
T_CM_INVENTORY_TAB "Ta zakladka Zarzadcy Miasta pokazuje wszystkie Ulepszenia i Cuda Swiata jakie znajduja sie w miescie.\n\nJesli bardzo potrzebujesz zlota, mozesz sprzedawac Ulepszenia, jednak jesli miasto utraci jakis budynek straci mozliwosc czerpania korzysci jakie on przynosil.  Cuda Swiata nie moga byc sprzedawane."
T_CM_SPECIALISTS "Kiedy dokonasz nowego odkrycia, zyskasz dostep do nowego typu specjalistow.\n\nSpecjalisci roznia sie od niewolnikow i robotnikow gdyz skupiaja sie tylko na jednej dziedzinie, np: produkcji, nauce lub wytwarzaniu zywnosci."
T_CM_STATISTICS "Aby wydajnie zarzadzac miastem, powinienes uwazac na wszystkie informacje dotyczace mieszkancow.\n\nZakladka Statusu na ekranie Zarzadcy Miasta pokazuje wszystkie rzeczy ktore wplywaja na mieszkancow, pozytywnie lub negatywnie." 
T_CM_UNITS "Dobrym pomyslem jest umieszczanie jednostek wewnatrz miast w celu ich obrony. W tej zakladce Zarzadcy Miasta pokazane sa wszystkie jednostki stacjonujace aktualnie w miesci.  Jesli chcesz przemiescic jakas jednostke, zaznacz ja i kliknij <c:0,0,200>Uaktywnij jednostke<e>."
T_POO "POO CityIsNamed strcmp works."
T_TITLE_SP_CIV_MGMT "Zarzadca Imperium" 
T_SP_CIV_MGMT "Nie tylko mozesz kontrolowac swoja polityke wewnetrzna kraju ale mozesz tez wybrac typ ustroju w jakim chcesz sprawowac wladze.\n\n W kazdym z ustroju ludzie maja inne wymagania.  Musisz wiec wybrac jaki ustroj najbardziej pasuje do potrzeb ludnosci ale takze do twojego stylu gry."
T_TITLE_SP_CIV_MGMT_A "'Nikt nie jest patriota z pustym zoladkiem.'"
T_SP_CIV_MGMT_A "Glodni obywatele nie stworza silnego panstwa.  Zwiekszenie racji zywnosciowych uszczesliwi twoich ludzi.  Szybkosc rozwoju panstwa jest oparta na gromadzonej zywnosci. Jesli zwiekszysz racje zywnosciowe, miasta moga przestac sie rozwijac."
T_TITLE_SP_CIV_MGMT_B "'Nie pytaj co Twoj kraj moze zrobic dla ciebie..."
T_SP_CIV_MGMT_B "...tylko co ty mozesz zrobic dla kraju'.\n\nProduktywnosc twoich miast oparta jest na dlugosci dnia roboczego.  Wydluzenie dnia roboczego przyspieszy produkcje.  Jednakze, jego skrocenie uczyni ludzi szczesliwszymi."
T_TITLE_SP_CIV_MGMT_C "'Obracajac pieniedzmi mozesz zyskac..."
T_SP_CIV_MGMT_C "'...ale tez i stracic.'\n\nDochod panstwa przeznaczony jest na wynagrodzenie dla ludnosci i oplacanie badan naukowych.  Zwiekszenie wynagrodzenia uszczesliwi pracownikow ale wtedy zostanie mniej pieniedzy na badania naukowe i przyspieszony zakup budynkow lub jednostek."
T_TITLE_SP_CIV_MGMT_D "'Nic nie jest pewne z wyjatkiem smierci i podatku.'"
T_SP_CIV_MGMT_D "Miej na uwadze to, ze podniesienie podatku na roboty publiczne moze zahamowac produkcje jednostek, ulepszen albo cudow swiataw.\n\nPodobnie ustalenie zbyt niskiego podatku naukowego moze zmniejszyc szybkosc badan."
T_SP_UNIT_MGMT "W tym oknie wyswietlone sa wszystkie jednostki jakie posiadasz, ulatwiwjac tobie ich zarzadzanie.\n\n Rozwaz usuwanie starych jednostek i zastepowanie ich nowszymi."
T_SP_DIPLOMACY "Kiedy spotkasz inna nacje, udostepnione zostana rozne dzialania dyplomatyczne.\n\nZalozenie ambasady zwiekszy roznorodnosc tych opcji."
T_SP_SCIENCE "W tym oknie masz mozliwosc sprawdzenia postepu badan naukowych swojej nacji.  Jesli sobie tego zyczysz mozesz zmienic aktualny temat badan."
T_SP_GREAT_LIBRARY "Wielka Biblioteka jest glownym zrodlem informacji o swiecie Call to Power II.  Zawiera wszystkie informacje dotyczace kazdego aspektu gry, od opisu jednostek i cudow swiata az do wynalazkow.  Aby sie dowiedziec jakie znaczenie posiada dana rzecz w grze przeczytaj informacje zawarte w dziale 'znaczenie w grze'.  W dodatku mozesz przeczytac informacje zawarte w dziale 'Historia' aby poznac prawdziwe znaczenie i historie danej rzeczy."
T_SP_TRADE "Kiedy odkryjesz handel i wybudujesz kilka karawan w swoich miastach, bedziesz mogl zaczac sprzedawac towary.  Nie morzesz sprzedawac zadnych towarow nacjom z ktorymi jestes aktualnie w stanie wojny."
T_SP_NATL_MGMT "Ekran Zarzadcy narodowego dostarcza informacji o wszystkich miastach w calym twoim panstwie.  Mozesz uzyc przyciskow naglowka aby uporzadkowac miasta wedlug danej kategorii."
T_CITY_TOO_SMALL_TITLE "Miasto jest zbyt male!"
T_CITY_TOO_SMALL "Utworzenie jednostki osadnikow wymaga poswiecenia na ten cel czesci populacji miasta.  Populacja miasta musi byc wieksza lub rowna 20,000 obywateli jesli chcesz utworzyc jednostke osadnikow bez jego rozwiazywania.  Poczekaj kilka tur az miasto sie rozrosnie i wtedu zbuduj osabnikow."
T_TOO_MANY_UNITS_TITLE "To jest maksymalna pojemnosc segmentu!"
T_TOO_MANY_UNITS "Kazdy segment nawet ten na ktorym znajduje sie miasto moze pomiescic 12 jednostek.  Jesli juz jest na nim 12 jednostek, miasto wstrzyma produkcje dopoki nie bedzie miejsca na nowe."
