#----------------------------------------------------------------------------
#
# Project      : Call To Power 2
# File type    : String text file
# Description  : Meassage strings for the Alexander the Great scenario in English
# Id           : $Id:$
#
#----------------------------------------------------------------------------
#
# Disclaimer
#
# THIS FILE IS NOT GENERATED OR SUPPORTED BY ACTIVISION.
#
# This material has been developed at apolyton.net by the Apolyton CtP2 
# Source Code Project. Contact the authors at ctp2source@apolyton.net.
#
#----------------------------------------------------------------------------
#
# Remarks
#
# - This file contain all the message strings for the Alexander the Great 
#   scenario. It contains nothing else.
# - The order of the strings has been synchronized in the English, German
#   and Italian version. This has not been done for the French, Spanish and 
#   Japanese version, since those files are missing from the CTP2 source 
#   code project.
# - If you add new strings make sure that you add them at the same location
#   in every language version you have.
# - For easy comparison between the languages keep make sure that the number
#   of lines in each language file version is the same and that also the
#   comments are at the same place.
# - Keep also the indentation the same.
# - You may add comments after the last time of strings that are specific to 
#   one language only.
#
#----------------------------------------------------------------------------
#
# Modifications from the original Activision code:
#
# - Synchronized the string sequenze between the English, German and Italian
#   of that file.
# - Removed Christain propaganda about Babylon.
# - German version only: Replaced formal addressing by Sie by King's and 
#   Queen's formal addressing of Ihr.
#
#----------------------------------------------------------------------------

#### Message strings for the Alexander the Great scenario ####

#### Button text

AG_BUTTON_OK		"OK"
AG_SOGDIA_DEFEAT_B	"Conquering Kyreskhata has been a deadly blow to the Sogdian rebellion, but there is still a chance these people may rise again. The most certain method would be to kill the remaining Sogdian nobility so no one can lead the next rebellion."
AG_SOGDIA_DEFEAT_C	"Alternately, you can solve the problem by marrying into Sogdian royalty. One of the rebel's daughters is named Roxane. She is one of the most beautiful women you've ever seen. She would be the one to marry, but would that satisfy the restless Sogdians?  What will you do?"
AG_SOGDIA_KILL		"After such impressive conquest of their rebel base and complete destruction of the leadership, the Sogdians are properly cowed. They will never rise in rebellion again. But you may still have trouble from the remaining scattered barbarians."
AG_ROXANE_MARRY		"You marry Roxane a few days later. Time will tell if marrying Roxane will end the rebellion. But you have no doubt the marriage will go well. All who see her say she is the most beautiful woman they've ever seen, and what started as a marriage of convenience has rapidly turned into a true romance."
AG_SOGDIA_BRIBE		"Scouts report that despite your mercy and marriage to Roxane, most of the Sogdian rebel leaders you freed are plotting rebellion again. Perhaps some smartly placed "gifts" to these troublesome leaders will quiet them once and for all. 1000 gold should do the trick, if you have it. Bribe the rebel leaders?"
AG_SOGDIA_BRIBE_YES	"Money talks. The Sogdian nobility are willing to forgive and forget and the people have had enough of war."
AG_SOGDIA_BRIBE_NO	"There is now no end in sight to this horrible Sogdian rebellion. Your only choices in keeping the peace are stationing Generals in the Sogdian cities, or tearing the cities down."
AG_SOGDIA_BRIBE_NSF	"Sorry, you don't have 1000 gold to give! There is now no end in sight to this horrible Sogdian rebellion. Your only choices in keeping the peace are permanently stationing Generals in the Sogdian cities, or tearing the cities down."

# Wife and procreation related strings
AG_WIFE1		"Barsine"
AG_WIFE2		"Roxane"
AG_WIFE3		"Sindu"
AG_WIFE4		"Stateira"
AG_PREGNANT		"You receive word that your wife {action[0].text} is pregnant. You are hoping for a boy, to be your heir to the throne."
AG_PREGNANT2		"You receive word that your wife {action[0].text} is pregnant. You are hoping for a boy again, since you badly need an heir, and children can so easily die of disease."
AG_ITS_A_GIRL		"Your wife {action[0].text} has come to term and given birth to a daughter. While your new child will bring you much joy in the years to come, she will not satisfy the Macedonian elite, who will only accept a boy as your royal heir. You mask your disappointment and resolve to try as many times as necessary to produce a son."
AG_ITS_A_GIRL2		"Your wife {action[0].text} has come to term and given birth to a daughter. While your new child will bring you much joy in the years to come, she does not matter politically since a female could never become king in Macedonia."
AG_ITS_A_BOY		"Your wife {action[0].text} has given birth to a son! Since you are the third king of Macedonia with the name Alexander, you give him the name Alexander IV. As word of the new heir spreads across your Empire, there is much celebration and rejoicing. You pray to the Gods that you will live long enough to raise him to succeed you."
AG_ITS_A_BOY2		"Your wife {action[0].text} has given birth to a son! You decide to name him Hephaestion II, in honor of your closest friend. As word of the new heir spreads across your Empire, there is much celebration and rejoicing. You pray to the Gods that he will live long enough to do honor to your family's name."
AG_ITS_A_BOY3		"Your wife {action[0].text} has given birth to a son! You decide to name him Philip II, in honor of your great father. As word of the new heir spreads across your Empire, there is much celebration and rejoicing. You pray to the Gods that he will live long enough to do honor to your family's name."
AG_STILLBORN		"Bad news! Your wife {action[0].text} gives birth to a stillborn son! Luckily she survives the experience. You resolve to redouble your efforts to produce an heir."
AG_SON_BIRTHDAY		"Your son Alexander IV turns {sonAge[0]} today. He grows bigger and stronger every day."
AG_SON2_BIRTHDAY	"Your son Hephaestion II turns {sonAge[1]} today. After the death of first born Alexander IV, all hopes for the future ride with Hephaestion II."
AG_SON3_BIRTHDAY	"Your son Philip II turns {sonAge[2]} today. After the deaths of Alexander IV and Hephaestion II, you pray that cruel fate will not strike a third time."
AG_SON1_DISEASE		"A herald brings tragic news: your son Alexander IV has just died of a sudden, high fever. You are inconsolable, and cry like a child. Hopes for an heir will have to turn to younger children."
AG_SON2_DISEASE		"A herald brings tragic news: your second son Hephaestion II has just died after a sudden illness. While this is a grievous blow, you are consoled by the fact that his older brother and heir to the throne, Alexander IV, still lives."
AG_SON1_2_DISEASE	"A herald brings tragic news: your second son Hephaestion II has just died after a sudden illness. This is a greivous blow, given the earlier death of Alexander IV in a similar manner. Why do the Gods curse you and cruelly deny you an heir?"
AG_SON_TWELVE_A		"Today your son Alexander IV turns twelve years old! Many children die of disease while they are young and vulnerable, but it is clear your son is now old enough and strong enough to grow into manhood. Powerful Macedonians who secretly harbored the desire to succeed you now throw away their dreams, and pledge eternal loyalty to you and your son."
AG_SON_TWELVE_B		"The celebration of your son's twelfth birthday outshines any celebration ever seen by the Greeks. Your heart swells with pride as you watch him give a speech to the soldiers thanking them for their gifts and for their loyalty and bravery. Here is a son who is worthy to be Emperor!{action[0].text}"
AG_SON2_TWELVE_A	"Today your son Hephaestion II turns twelve years old! It was a great worry that he would die young like his brother, but it is clear he is now old enough and strong enough to grow into manhood. Powerful Macedonians who secretly harbored the desire to succeed you now throw away their dreams, and pledge eternal loyalty to you and your son."
AG_SON3_TWELVE_A	"Today your son Philip II turns twelve years old! It was a great worry that he would die like his brothers before him, but it is clear he is now old enough and strong enough to grow into manhood. Powerful Macedonians who secretly harbored the desire to succeed you now throw away their dreams, and pledge eternal loyalty to you and your son."
AG_SON_WORTHY		"A son worthy of the name Alexander!"
AG_BLANK		" "

# Conquest Strings
AG_LEAD_DEFEAT		"Barbarians across the world beat on their shields to mourn the defeat of one of the great Barbarian Leaders. The number of Barbarian Leaders has been reduced to {barbNum}."
AG_BARB_DEFEAT		"The last of the great Barbarian leaders that have plagued the civilized world with their raiding and pillaging has been defeated. Without their leaders, these barbarians will pose little threat."
AG_CL_DEFEAT		"The Corinthian League forgot the lessons of the past and have paid for their foolishness in blood and conquest. Since they could not be content with accepting your guidance as allies, they had to be brought under direct control."
AG_GREEK_DEFEAT		"All the independent Greek cities have been conquered! The idea of the independent Greek city-state is no longer. Single cities stand no chance against larger empires like yours."
AG_PERSIA_DEFEAT	"The Persian Empire has been brought completely under your power. You are bursting with pride over finally making your father's dream a reality. Persia is yours, and it seems none can challenge your power."
AG_CARTHAGE_DEFEAT	"The Carthaginian civilization has been destroyed! You have conquered the entire Western Mediterranean Sea. You vow that in the very near future, you will build a road along the North African coastline, all the way from Egypt to the edge of the great ocean. Perhaps someday your sailors will explore that ocean and conquer lands beyond it."
AG_ROMAN_DEFEAT		"The Roman civilization has been brought to heel. Before you came along, the Romans seemed primed for greatness, but now they will be just one more province in your vast empire. Who knows what might have been had you left these vigorous people to their own devices. "
AG_MAGADHAN_DEFEAT	"You have destroyed the Magadhan Empire! Emperor Dhana Nanda is beheaded by his own people in punishment for his unjust rule. Dhana Nanda stole rapaciously from his own people. You would be greatly loved if you give back most of this money. 5000 gold would satisfy the people, making them love you even more."
AG_MAGADHAN_MONEY	"The former Magadhan people appreciate your generosity. In the larger cities they look upon your rule much more favorably."
AG_MAGADHAN_NOMONEY	"Sorry, the people are not fooled. Your promises are as empty as your treasury. Where is the money you promised them?"
AG_INDEP_DEFEAT		"You've finally mopped up all of the far-flung Independent States. The only serious obstacle to defeating these small independent states was distance, but even that could not stop you. The notion of an independent state is outdated: all civilized people will live in harmony under one government - yours."

# Endgame ranking strings
AG_GAMEOVER		"You have earned {totalScore} of a possible 60 points.\n\n{civScore} - Civs Conquered or Allied\n{cityScore} - Cities Controlled\n{heirScore} - Heir Bonus\n------------------------------------\n{totalScore} Total"
AG_UNWORTHY		"So much opportunity; the Macedonian civilization seemed ready to do great things. Yet you failed to take advantage of it. Historians will ask what might have been, had Alexander been a better man. Your name will go down in the history as Alexander the Unworthy!"
AG_GOOD			"You have managed to enlarge the Macedonian civilization some, but there is so much more you could have done!  Most importantly, you did not give enough thought to creating an heir early in your career. History books will call you not Alexander the Great, but merely Alexander the Good."
AG_MIGHTY		"Your accomplishments are many, but you didn't hold enough territory long enough to create a truly lasting empire. Your work will be undone by your less competent successors. Still, you have changed world history dramatically, and your works will be long remembered. Historians will call you Alexander the Mighty."
AG_GREAT		"Congratulations! You proved yourself to be a worthy match to the real Alexander the Great. But the real Alexander died so young and failed to provide for a sucesssor. Your empire is more likely to survive your death than his. For your many accomplishments, historians will refer to you as Alexander the Great."
AG_MAGNIFICENT		"You have outdone the real Alexander the Great! You did more than him to provide an heir. Because of your great reputation, your empire will survive your death. A succession of Alexanders will follow in your footsteps. Historians will refer to you as Alexander the Magnificent."
AG_DEMIGOD		"Your accomplishments far outshine those of the real Alexander! You have conquered nearly all of the known world and provided for an heir. Thousands of years later, you're still considered a pivotal figure in history, the man who created a lasting world empire. Some go even further and worship you as part god."
AG_GOD			"Unbelievable: you have conquered the entire known world! In future generations other Alexanders will see your empire spread across the entire world, and into space within 1000 years. You are looked upon as more than an empire founder, but are widely worshipped throughout the stars as a God who came to Earth!"

# Various extra strings
AG_PERSEP_ROAD 		"Scouts report you are now on the road between Susa and Persepolis, the winter and summer capitols of the Persian Empire."
AG_MACEDHAPPY 		"Word of your defeat of Darius has spread amongst the people back in the Macedonian homeland. Your popularity soars in Pella and nearby cities, as the magnitude of what you've done sinks in."
AG_NEAR_CROSSROAD	"You stand at a major crossroad. Go north over high mountains, and you will enter Sogdia, the traditional northwestern frontier of the Persian Empire. Go south over high mountains, and you will find a series of oasis towns that eventually connect to the main road leading west. Go east, and you will enter the fabled land of India."
AG_CASPIAN_GATE		"You are crossing the Caspian Gate. This passage between mountain and desert marks the boundary between the more civilized lands to the west and the wild, desolate lands to the east. In the east, fertile lands are few and far between, until this road eventually comes to distant India."
AG_ETHIOPIA		"The river Nile flows south to the rich kingdom of Meroe, and the highlands of Ethiopia."
AG_MEROE		"You have conquered Meroe! This area has been one of the world's largest producers of gold. 5000 gold is yours for the taking."
AG_ARABIA_BY_SEA1	"Your ships have discovered the coastal waters of Arabia. This desert land is filled with fiercely independent and violent barbarians. But it would certainly be worth conquering the fantastically rich trade cities of Southern Arabia. An ocean voyage along Arabia's coast would eventually bring you to Egypt."
AG_ARABIA_BY_SEA2	"Your ships are at the mouth of the Arabian Gulf. To the east you will find Arabia. This desert land is filled with fiercely independent and violent barbarians. But it would certainly be worth conquering the fantastically rich trade cities of Southern Arabia. An ocean voyage along Arabia's coast would eventually bring you to Persia."
AG_ROAD_TO_MARIB1	"Spice caravans follow this trail inland to the city of Marib, which some say is the richest city in the world."
AG_ROAD_TO_MARIB2	"There is a trail leading over mountains to the magnificent city of Marib, center of the spice trade."
AG_EGYPT_DEFECT_A	"The natives of Egypt joyously celebrate the arrival of the great Alexander! The Egyptians had repeatedly rebelled against the Persians in the last century, only to be reconquered. Egyptians now look to you as their salvation, and throw off the Persian yoke! Persian soldiers flee, leaving you with a land nearly destroyed by so many rebellions."
AG_EGYPT_DEFECT_B	"The Egyptians will only accept Pharohs as their leaders. If you go Memphis and take part in a coronation as Pharoh there, you will find the job of controlling Egypt much easier."
AG_EGYPT_HAPPY		"In a massive ceremony, you are dressed like an ancient Pharoh and proclaimed to be a God-king. Common Egyptians believe Ammon-Ra is your father and your popularity here is boosted. Outside Egypt you are still regarded as only a Macedonian king."
AG_BABYLON		"Babylon is one of the four traditional royal homes of the Persian Emperors. But only because of its large size and wealth; people here have no love for the Persians."
AG_ECBATANA		"Ecbatana is one of the four traditional royal homes of the Persian Emperors. As a result, there is a large treasure there to pay for the Emperor's luxurious living." 
AG_SYRACUSE		"Many have tried to conquer Syracuse, and all have failed. Athens was a great power until its military was destroyed trying to conquer Syracuse. High city walls and a very defensible location are what makes this city so hard to conquer." 
AG_ATHENS		"Athens is possibly the most wonderous city in the world. The scientific acumen of the Athenians is represented by the Aristotle's Lyceum wonder. The city's defenses are very tough." 
AG_SPARTA		"Sparta has been the only city in Greece to laugh in your face, and stay out of the Corinithian League. Because of Sparta's mountainous terrain and high city walls, they have no fear of anyone, not even Alexander." 
AG_PERSEPOLIS		"Persepolis is one of the four traditional royal homes of the Persian Emperors. It is also the center of the original Persian homeland, and therefore has the largest and most luxurious palaces and treasures of any Persian city." 
AG_SUSA			"Susa is one of the four royal homes of the Persian Emperors. As a result, there is a large treasure there to pay for the Emperor's luxurious living. This is also the starting point for the famous Persian Royal Road, represented by the Appian Way wonder." 
AG_ROME			"Despite a poor strategic location, Rome has grown into a surprisingly large city. Wise government is making this city great. The city's leadership has also developed the city walls into a formidable barrier." 
AG_PERSEPOLIS2		"The conquest of the homeland of the Persians certainly spells doom for the Persian Empire. The Persians are impressed that you pay homage at the tomb of Cyrus the Great, founder of Persia, but not so impressed that you're confiscating the 15,000 gold treasure in the city! This must be the largest gold horde ever amassed in the whole world!"
AG_SUSA2		"As one of the homes of Persian Emperors, Susa has a large gold horde. The treasure of 4000 gold is now yours to spend!"
AG_ECBATANA2		"As one of the homes of Persian Emperors, Ecbatana has a large gold horde. 4000 gold is now yours! Why the Persians didn't spend this money to pay for more soldiers is a mystery."
AG_BABYLON2		"The great Babylon is now yours! So is the large gold fortune of 5000 gold, amassed here to pay for the luxuries of the Persian royalty. The central position of Bablyon makes it the natural location from which to rule your conquests."
AG_ATHENS2		"The mighty city of Athens is now under your control! However, the fact that you had to conquer this city with brute force and damage its many treasures instead of holding the Corinthian League alliance lowers your reputation amongst neighboring countries." 
AG_PERSIANS_DEAD	"Now that you have completely conquered the Persian Empire, there is no hope for any would be pretender Persian Emperors. The people of Persia are ready to proclaim you their new emperor once you return to Bablyon for the coronation ceremony."
AG_HAPPY_EMPIRE		"In a massive ceremony, you declare the eternal unity of the Greek and Persian worlds, and declare yourself the Emperor of Persia, the King of Kings! In cities long held by Persia, your popularity is boosted, but the Greeks are skeptical of this unity idea, and dislike your friendship with any non-Greek 'barbarians'."
AG_SPARTA_DEFECT	"Your reputation amongst the Greeks has been falling. Though this isn't enough to cause trouble with the Greek civilization as a whole, the Spartans decide to join the Persian side, hoping other Greek cities will follow their example! Sparta is now essentially a part of Persia, and ready to attack the Corinthian League."
AG_REALLY_HAPPY_EMPIRE	"Your empire now stretches from Carthage and Rome in the west to India in the east! The realization by the masses that you already are the greatest conqueror of all time boosts your popularity in all of your cities!"
AG_PERSIAN_FLEE		"The mere presence of Alexander at their gates causes the city's defenders to flee, leaving an open city."

# Additional leader death strings
AG_PORUS_OLD		"Scouts report that the Indian General Porus has died, though it is not known how. Too bad- such a famous man could have been a useful ally or worthy adversary."
AG_PORUS_BATTLE		"You have defeated the great General Porus! For many years he was the strongest Indian military power outside of the large Magadhan Empire, but he was no match for your military genious. Too bad this man was your enemy because he fought brilliantly. Refusing to die, he cut down dozens of your men before many wounds finally finished him off."
AG_MEMNON_OLD		"The Persians have lost Memnon, their best general. He was quickly wiped out by disease. You should consider yourself very lucky to have him die before having to face him in battle."
AG_MEMNON_BATTLE	"The Persians have lost Memnon, their best general. He was struck down in battle by angry Greeks, eager to kill the traitor who fought against his own people. With his death, your conquests should now be much easier."
AG_BESSUS_OLD		"The Persian general Bessus has been killed by his own men! Because Bessus did not have the proper royal credentials like Darius did, others thought they could do better than him and tried to take over. But Persian leadership is only more divided now."
AG_BESSUS_BATTLE	"The Persian general Bessus dies in battle! With his death, there is no single person remaining with any hopes of rallying the Persian people to defeat you."

# The string of hyphens below represents the amount of text that will fit in a message box. The second line is for alert boxes.
#			 --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#			 ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

AG_TEMP			"dariusBattle = {dariusBattle} dariusValid = {dariusUnit.valid}, Location = {location[1].x},{location[1].y}\nAlexander valid = {alexUnit.valid}\n Location = {location[0].x},{location[0].y}\nSon Birthday Countdowns:{sonBday[0]}, {sonBday[0]}, {sonBday[0]}\nSon ages: {sonAge[0]}, {sonAge[1]}, {sonAge[2]} - oldest son: {oldestSon}, heirScore: {heirScore}"
AG_TEMP2		""
