## MORE DIPLOMACY STUFF ##
DIP_DEMAND_ADVANCE_NONE "There are no advances to demand."
MADLIB_EMOTE_DEMAND_R "insincere"
MADLIB_EMOTE_DEMAND_R "intolerable"
MADLIB_EMOTE_DEMAND_R "irrational"
MADLIB_EMOTE_DEMAND_R "nefarious"
MADLIB_EMOTE_DEMAND_R "offensive"
MADLIB_EMOTE_DEMAND_R "outrageous"
MADLIB_EMOTE_DEMAND_R "preposterous"
MADLIB_EMOTE_DEMAND_R "unreasonable"
MADLIB_EMOTE_DEMAND_R "unsuitable"
MADLIB_EMOTE_DEMAND_R "vile"
MADLIB_EMOTE_DEMAND_R "hostile"
MADLIB_EMOTE_DEMAND_R "insufferable"

MADLIB_EMOTE_EXCHANGE_A "adequate"
MADLIB_EMOTE_EXCHANGE_A "bearable"
MADLIB_EMOTE_EXCHANGE_A "commendable"
MADLIB_EMOTE_EXCHANGE_A "decent"
MADLIB_EMOTE_EXCHANGE_A "deserving"
MADLIB_EMOTE_EXCHANGE_A "discerning"
MADLIB_EMOTE_EXCHANGE_A "equitable"
MADLIB_EMOTE_EXCHANGE_A "evenhanded"
MADLIB_EMOTE_EXCHANGE_A "excellent"
MADLIB_EMOTE_EXCHANGE_A "fair"
MADLIB_EMOTE_EXCHANGE_A "fitting"
MADLIB_EMOTE_EXCHANGE_A "impartial"
MADLIB_EMOTE_EXCHANGE_A "intelligent"
MADLIB_EMOTE_EXCHANGE_A "judicious"
MADLIB_EMOTE_EXCHANGE_A "just"
MADLIB_EMOTE_EXCHANGE_A "meritorious"
MADLIB_EMOTE_EXCHANGE_A "principled"
MADLIB_EMOTE_EXCHANGE_A "promising"
MADLIB_EMOTE_EXCHANGE_A "prudent"
MADLIB_EMOTE_EXCHANGE_A "rational"
MADLIB_EMOTE_EXCHANGE_A "reasonable"
MADLIB_EMOTE_EXCHANGE_A "righteous"
MADLIB_EMOTE_EXCHANGE_A "satisfactory"
MADLIB_EMOTE_EXCHANGE_A "sensible"
MADLIB_EMOTE_EXCHANGE_A "suitable"
MADLIB_EMOTE_EXCHANGE_A "superb"
MADLIB_EMOTE_EXCHANGE_A "trusted"
MADLIB_EMOTE_EXCHANGE_A "wise"
MADLIB_EMOTE_EXCHANGE_A "worthwhile"
MADLIB_EMOTE_EXCHANGE_A "worthy"

MADLIB_EMOTE_EXCHANGE_R "abhorrent"
MADLIB_EMOTE_EXCHANGE_R "abominable"
MADLIB_EMOTE_EXCHANGE_R "baseless"
MADLIB_EMOTE_EXCHANGE_R "contemptible"
MADLIB_EMOTE_EXCHANGE_R "corrupt"
MADLIB_EMOTE_EXCHANGE_R "deceitful"
MADLIB_EMOTE_EXCHANGE_R "despicable"
MADLIB_EMOTE_EXCHANGE_R "detestable"
MADLIB_EMOTE_EXCHANGE_R "dishonest"
MADLIB_EMOTE_EXCHANGE_R "dubious"
MADLIB_EMOTE_EXCHANGE_R "illogical"
MADLIB_EMOTE_EXCHANGE_R "ill-timed"
MADLIB_EMOTE_EXCHANGE_R "inappropriate"
MADLIB_EMOTE_EXCHANGE_R "incompatible"
MADLIB_EMOTE_EXCHANGE_R "incongruous"
MADLIB_EMOTE_EXCHANGE_R "inferior"
MADLIB_EMOTE_EXCHANGE_R "inharmonious"
MADLIB_EMOTE_EXCHANGE_R "insincere"
MADLIB_EMOTE_EXCHANGE_R "intolerable"
MADLIB_EMOTE_EXCHANGE_R "irrational"
MADLIB_EMOTE_EXCHANGE_R "irreconcilable"
MADLIB_EMOTE_EXCHANGE_R "lacking"
MADLIB_EMOTE_EXCHANGE_R "nefarious"
MADLIB_EMOTE_EXCHANGE_R "offensive"
MADLIB_EMOTE_EXCHANGE_R "outrageous"
MADLIB_EMOTE_EXCHANGE_R "paltry"
MADLIB_EMOTE_EXCHANGE_R "poor"
MADLIB_EMOTE_EXCHANGE_R "preposterous"
MADLIB_EMOTE_EXCHANGE_R "unbefitting"
MADLIB_EMOTE_EXCHANGE_R "unfit"
MADLIB_EMOTE_EXCHANGE_R "unreasonable"
MADLIB_EMOTE_EXCHANGE_R "unsuitable"

MADLIB_EMOTE_OFFER_A "admirable"
MADLIB_EMOTE_OFFER_A "commendable"
MADLIB_EMOTE_OFFER_A "decent"
MADLIB_EMOTE_OFFER_A "deserving"
MADLIB_EMOTE_OFFER_A "equitable"
MADLIB_EMOTE_OFFER_A "evenhanded"
MADLIB_EMOTE_OFFER_A "excellent"
MADLIB_EMOTE_OFFER_A "fair"
MADLIB_EMOTE_OFFER_A "fitting"
MADLIB_EMOTE_OFFER_A "intelligent"
MADLIB_EMOTE_OFFER_A "judicious"
MADLIB_EMOTE_OFFER_A "just"
MADLIB_EMOTE_OFFER_A "meritorious"
MADLIB_EMOTE_OFFER_A "principled"
MADLIB_EMOTE_OFFER_A "promising"
MADLIB_EMOTE_OFFER_A "prudent"
MADLIB_EMOTE_OFFER_A "rational"
MADLIB_EMOTE_OFFER_A "reasonable"
MADLIB_EMOTE_OFFER_A "righteous"
MADLIB_EMOTE_OFFER_A "satisfactory"
MADLIB_EMOTE_OFFER_A "scholarly"
MADLIB_EMOTE_OFFER_A "sensible"
MADLIB_EMOTE_OFFER_A "sportsmanlike"
MADLIB_EMOTE_OFFER_A "suitable"
MADLIB_EMOTE_OFFER_A "superb"
MADLIB_EMOTE_OFFER_A "trusted"
MADLIB_EMOTE_OFFER_A "wise"
MADLIB_EMOTE_OFFER_A "worthwhile"
MADLIB_EMOTE_OFFER_A "worthy"

MADLIB_EMOTE_OFFER_R "abhorrent"
MADLIB_EMOTE_OFFER_R "abominable"
MADLIB_EMOTE_OFFER_R "baseless"
MADLIB_EMOTE_OFFER_R "contemptible"
MADLIB_EMOTE_OFFER_R "corrupt"
MADLIB_EMOTE_OFFER_R "deceitful"
MADLIB_EMOTE_OFFER_R "designing"
MADLIB_EMOTE_OFFER_R "despicable"
MADLIB_EMOTE_OFFER_R "detestable"
MADLIB_EMOTE_OFFER_R "disgusting"
MADLIB_EMOTE_OFFER_R "dishonest"
MADLIB_EMOTE_OFFER_R "disingenuous"
MADLIB_EMOTE_OFFER_R "dubious"
MADLIB_EMOTE_OFFER_R "ill-timed"
MADLIB_EMOTE_OFFER_R "inappropriate"
MADLIB_EMOTE_OFFER_R "incompatible"
MADLIB_EMOTE_OFFER_R "incongruous"
MADLIB_EMOTE_OFFER_R "inferior"
MADLIB_EMOTE_OFFER_R "inharmonious"
MADLIB_EMOTE_OFFER_R "insincere"
MADLIB_EMOTE_OFFER_R "insufficient"
MADLIB_EMOTE_OFFER_R "intolerable"
MADLIB_EMOTE_OFFER_R "irrational"
MADLIB_EMOTE_OFFER_R "irreconcilable"
MADLIB_EMOTE_OFFER_R "lesser"
MADLIB_EMOTE_OFFER_R "mediocre"
MADLIB_EMOTE_OFFER_R "offensive"
MADLIB_EMOTE_OFFER_R "outrageous"
MADLIB_EMOTE_OFFER_R "paltry"
MADLIB_EMOTE_OFFER_R "poor"
MADLIB_EMOTE_OFFER_R "preposterous"
MADLIB_EMOTE_OFFER_R "scanty"
MADLIB_EMOTE_OFFER_R "unfit"
MADLIB_EMOTE_OFFER_R "unsuitable"

MADLIB_EMOTE_TREATY_A "adequate"
MADLIB_EMOTE_TREATY_A "admirable"
MADLIB_EMOTE_TREATY_A "appropriate"
MADLIB_EMOTE_TREATY_A "becoming"
MADLIB_EMOTE_TREATY_A "commendable"
MADLIB_EMOTE_TREATY_A "deserving"
MADLIB_EMOTE_TREATY_A "ethical"
MADLIB_EMOTE_TREATY_A "excellent"
MADLIB_EMOTE_TREATY_A "fitting"
MADLIB_EMOTE_TREATY_A "impartial"
MADLIB_EMOTE_TREATY_A "intelligent"
MADLIB_EMOTE_TREATY_A "judicious"
MADLIB_EMOTE_TREATY_A "just"
MADLIB_EMOTE_TREATY_A "meritorious"
MADLIB_EMOTE_TREATY_A "principled"
MADLIB_EMOTE_TREATY_A "promising"
MADLIB_EMOTE_TREATY_A "prudent"
MADLIB_EMOTE_TREATY_A "rational"
MADLIB_EMOTE_TREATY_A "reasonable"
MADLIB_EMOTE_TREATY_A "righteous"
MADLIB_EMOTE_TREATY_A "scholarly"
MADLIB_EMOTE_TREATY_A "sensible"
MADLIB_EMOTE_TREATY_A "superb"
MADLIB_EMOTE_TREATY_A "trusted"
MADLIB_EMOTE_TREATY_A "wise"
MADLIB_EMOTE_TREATY_A "worthwhile"
MADLIB_EMOTE_TREATY_A "worthy"

MADLIB_EMOTE_TREATY_R "abhorrent"
MADLIB_EMOTE_TREATY_R "abominable"
MADLIB_EMOTE_TREATY_R "baseless"
MADLIB_EMOTE_TREATY_R "contemptible"
MADLIB_EMOTE_TREATY_R "corrupt"
MADLIB_EMOTE_TREATY_R "deceitful"
MADLIB_EMOTE_TREATY_R "designing"
MADLIB_EMOTE_TREATY_R "despicable"
MADLIB_EMOTE_TREATY_R "detestable"
MADLIB_EMOTE_TREATY_R "disgusting"
MADLIB_EMOTE_TREATY_R "dishonest"
MADLIB_EMOTE_TREATY_R "disingenuous"
MADLIB_EMOTE_TREATY_R "dubious"
MADLIB_EMOTE_TREATY_R "improper"
MADLIB_EMOTE_TREATY_R "insincere"
MADLIB_EMOTE_TREATY_R "intolerable"
MADLIB_EMOTE_TREATY_R "irrational"
MADLIB_EMOTE_TREATY_R "irreconcilable"
MADLIB_EMOTE_TREATY_R "nefarious"
MADLIB_EMOTE_TREATY_R "offensive"
MADLIB_EMOTE_TREATY_R "outrageous"
MADLIB_EMOTE_TREATY_R "preposterous"
MADLIB_EMOTE_TREATY_R "specious"
MADLIB_EMOTE_TREATY_R "unbefitting"
MADLIB_EMOTE_TREATY_R "unfit"
MADLIB_EMOTE_TREATY_R "unreasonable"
MADLIB_EMOTE_TREATY_R "unsuitable"



